clave_nombre,id,sku,nombre_comercial,molecula,forma,laboratorio,foto_url,total_grupo,lab_distintos
"CARBATIL 12,5 MG",37681,ME33422/3,"CARBATIL 12,5 mg X 30 TABLETAS",Carvedilol,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6143.jpg,2,1
"CARBATIL 12,5 MG",37682,ME33422/2,"CARBATIL 12,5 mg X 10 TABLETAS",Carvedilol,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://pccentro.net.ve/img/s/8/3/8/7/5/83875-large_default.webp,2,1
CARBONATO DE LITIO 300 MG,37684,ME32430,CARBONATO DE LITIO 300 mg X 20 CAPSULAS,Litio,CAPSULAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4553.jpg,2,2
CARBONATO DE LITIO 300 MG,37685,ME1642,CARBONATO DE LITIO 300 mg X 20 CAPSULAS,Litio,CAPSULAS,"INDUSTRIAS DE MEDICAMENTOS GENERICOS R.X., C.A.",https://pccentro.net.ve/img/s/7/2/5/9/3/72593-large_default.webp,2,2
"CARVEDILOL 12,5 MG",37691,ME31747,"CARVEDILOL 12,5 mg X 30 COMPRIMIDOS",Carvedilol,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24421.jpg,3,2
"CARVEDILOL 12,5 MG",39128,ME35571/2,"CARVEDILOL 12,5 mg X 20 TABLETAS RECUBIERTAS",Carvedilol,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24657.jpg,3,2
"CARVEDILOL 12,5 MG",39129,ME35571/3,"CARVEDILOL 12,5 mg X 30 TABLETAS RECUBIERTAS",Carvedilol,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://pccentro.net.ve/img/s/8/3/8/7/5/83875-large_default.webp,3,2
"CARVEDILOL 6,5MG",37692,ME38916/3,"CARVEDILOL 6,5mg X 15 TABLETAS",Carvedilol,TABLETAS,"OKASA PHARMA,PVT,LTDA.",,5,1
"CARVEDILOL 6,5MG",37693,ME38916/6,"CARVEDILOL 6,5mg X 30 TABLETAS",Carvedilol,TABLETAS,"OKASA PHARMA,PVT,LTDA.",,5,1
"CARVEDILOL 6,5MG",37694,ME38916/4,"CARVEDILOL 6,5mg X 20 TABLETAS",Carvedilol,TABLETAS,"OKASA PHARMA,PVT,LTDA.",,5,1
"CARVEDILOL 6,5MG",37695,ME38916/2,"CARVEDILOL 6,5mg X 14 TABLETAS",Carvedilol,TABLETAS,"OKASA PHARMA,PVT,LTDA.",,5,1
"CARVEDILOL 6,5MG",37696,ME38916/5,"CARVEDILOL 6,5mg X 28 TABLETAS",Carvedilol,TABLETAS,"OKASA PHARMA,PVT,LTDA.",,5,1
CARVEDILOL 25 MG,37697,ME31748/3,CARVEDILOL 25 mg X 30 COMPRIMIDOS,Carvedilol,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53573.jpg,5,3
CARVEDILOL 25 MG,37698,ME31748/2,CARVEDILOL 25 mg X 15 COMPRIMIDOS,Carvedilol,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://pccentro.net.ve/img/s/8/3/8/7/9/83879-large_default.webp,5,3
CARVEDILOL 25 MG,37701,ME36321/2,CARVEDILOL 25 mg X 14 TABLETAS RECUBIERTAS,Carvedilol,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://pccentro.net.ve/img/s/8/3/8/7/9/83879-large_default.webp,5,3
CARVEDILOL 25 MG,37702,ME36321/3,CARVEDILOL 25 mg X 28 TABLETAS RECUBIERTAS,Carvedilol,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30061.jpg,5,3
CARVEDILOL 25 MG,39130,ME40369,CARVEDILOL 25 mg X 20 TABLETAS RECUBIERTAS,Carvedilol,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24436.jpg,5,3
"CARVEDILOL 6,25 MG",37699,ME35572/3,"CARVEDILOL 6,25 mg X 30 TABLETAS RECUBIERTAS",Carvedilol,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98456.jpg,2,1
"CARVEDILOL 6,25 MG",37700,ME35572/2,"CARVEDILOL 6,25 mg X 20 TABLETAS RECUBIERTAS",Carvedilol,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9486.jpg,2,1
CEFADROXILO 500 MG,37704,ME30368,CEFADROXILO 500 mg X 10 CAPSULAS,,CAPSULAS,FARMACOOP LTDA.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28517.jpg,4,4
CEFADROXILO 500 MG,37705,ME27532,CEFADROXILO 500 mg X 10 CAPSULAS,Cefadroxilo,CAPSULAS,SYNTOFARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23703.jpg,4,4
CEFADROXILO 500 MG,37706,ME28103,CEFADROXILO 500 mg X 10 CAPSULAS,Cefadroxilo,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22822.jpg,4,4
CEFADROXILO 500 MG,37708,ME42857,CEFADROXILO 500 mg X 10 TABLETAS,Cefadroxilo,TABLETAS,MARS REMEDIES PVT. LTD.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53295.jpg,4,4
CEFIXIMA 400 MG,37712,ME40533,CEFIXIMA 400 mg X 5 CAPSULAS,Cefixima,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29896.jpg,3,3
CEFIXIMA 400 MG,37714,ME44329,CEFIXIMA 400 mg X 5 TABLETAS RECUBIERTAS,Cefixima,TABLETAS,"CALOX INTERNATIONAL, C.A.",,3,3
CEFIXIMA 400 MG,37715,ME44129,CEFIXIMA 400 mg X 10 TABLETAS DISPERSABLES,Cefixima,TABLETAS,BAROQUE PHARMACEUTICALS PVT. LTD.,,3,3
CETIRIZINA 1 MG / ML SOLUCION ORAL,37729,ME32490,CETIRIZINA 1 mg / mL SOLUCION ORAL,Cetirizina,SOLUCION ORAL,"LABORATORIOS KIMICEG, C.A.",https://pccentro.net.ve/img/s/8/0/1/1/4/80114-large_default.webp,2,2
CETIRIZINA 1 MG / ML SOLUCION ORAL,39135,ME31589,CETIRIZINA 1 mg / mL SOLUCION ORAL,Cetirizina,SOLUCION ORAL,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1861.jpg,2,2
CIATAL 500 MG / 2 ML,37737,HO41522/2,CIATAL 500 mg / 2 mL X 1 AMPOLLAS,Citicolina,INYECTABLE,ROEMMERS S.A.I.C.F,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51327.jpg,2,1
CIATAL 500 MG / 2 ML,37738,HO41522/3,CIATAL 500 mg / 2 mL X 9 AMPOLLAS,Citicolina,INYECTABLE,ROEMMERS S.A.I.C.F,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25233.jpg,2,1
CIPROFLOXACINA 500 MG,37751,ME28283/3,CIPROFLOXACINA 500 mg X 14 TABLETAS RECUBIERTAS,,TABLETAS,"LABORATORIO LA SANTE, C.A.",,9,4
CIPROFLOXACINA 500 MG,37752,ME28283/2,CIPROFLOXACINA 500 mg X 6 TABLETAS RECUBIERTAS,,TABLETAS,"LABORATORIO LA SANTE, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24680.jpg,9,4
CIPROFLOXACINA 500 MG,37755,ME27827/4,CIPROFLOXACINA 500 mg X 10 TABLETAS RECUBIERTAS,,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20945.jpg,9,4
CIPROFLOXACINA 500 MG,37756,ME27827/3,CIPROFLOXACINA 500 mg X 6 TABLETAS RECUBIERTAS,,TABLETAS,"CALOX INTERNATIONAL, C.A.",,9,4
CIPROFLOXACINA 500 MG,37757,ME27827/5,CIPROFLOXACINA 500 mg X 14 TABLETAS RECUBIERTAS,,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/12057.jpg,9,4
CIPROFLOXACINA 500 MG,37758,ME27827/2,CIPROFLOXACINA 500 mg X 5 TABLETAS RECUBIERTAS,,TABLETAS,"CALOX INTERNATIONAL, C.A.",,9,4
CIPROFLOXACINA 500 MG,37759,ME26487/3,CIPROFLOXACINA 500 mg X 10 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",,9,4
CIPROFLOXACINA 500 MG,37760,ME26487/2,CIPROFLOXACINA 500 mg X 6 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1615.jpg,9,4
CIPROFLOXACINA 500 MG,39141,ME30837,CIPROFLOXACINA 500 mg X 6 TABLETAS RECUBIERTAS,,TABLETAS,"LABORATORIOS KIMICEG, C.A.",,9,4
CIPROFLOXACINO 500 MG,37761,ME42422,CIPROFLOXACINO 500 mg X 10 TABLETAS RECUBIERTAS,Ciprofloxacino,TABLETAS,SWISS PARENTERALS LTD,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50785.jpg,2,2
CIPROFLOXACINO 500 MG,37762,ME30890,CIPROFLOXACINO 500 mg X 14 TABLETAS RECUBIERTAS,,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54467.jpg,2,2
CITICOLINA 500 MG,37764,ME41565/2,CITICOLINA 500 mg X 10 TABLETAS RECUBIERTAS,Citicolina,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9109.jpg,3,2
CITICOLINA 500 MG,37765,ME41565/3,CITICOLINA 500 mg X 30 TABLETAS RECUBIERTAS,Citicolina,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22770.jpg,3,2
CITICOLINA 500 MG,39455,ME40067,CITICOLINA 500 mg X 30 COMPRIMIDOS RECUBIERTOS,Citicolina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53594.jpg,3,2
CITRATO DE CALCIO 1190 MG,37766,ME36822/3,CITRATO DE CALCIO 1190 mg X 60 TABLETAS MASTICABLES SABOR A MANDARINA,,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23439.jpg,2,1
CITRATO DE CALCIO 1190 MG,37767,ME36822/2,CITRATO DE CALCIO 1190 mg X 30 TABLETAS MASTICABLES SABOR A MANDARINA,,TABLETAS,"CALOX INTERNATIONAL, C.A.",,2,1
"CLENBUNAL 0,020 MG",37772,ME23978/2,"CLENBUNAL 0,020 mg X 10 COMPRIMIDOS",,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7942.jpg,2,1
"CLENBUNAL 0,020 MG",37773,ME23978/3,"CLENBUNAL 0,020 mg X 20 COMPRIMIDOS",,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5981.jpg,2,1
CLINDAMICINA 300 MG,37783,ME44654,CLINDAMICINA 300 mg X 16 CAPSULAS,Clindamicina,CAPSULAS,"ANMOL HEALTHCARE LABORATORY PVT, LTD",,3,3
CLINDAMICINA 300 MG,37784,ME31466,CLINDAMICINA 300 mg X 20 CAPSULAS,Clindamicina,CAPSULAS,"LABORATORIO LA SANTE, C.A.",,3,3
CLINDAMICINA 300 MG,39144,ME42557,CLINDAMICINA 300 mg X 16 CAPSULAS,Clindamicina,CAPSULAS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",,3,3
"CLONIDINA CLORHIDRATO 0,150 MG / ML",37794,HO31483/2,"CLONIDINA CLORHIDRATO 0,150 mg / mL X 2 AMPOLLAS",,INYECTABLE,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2086.jpg,2,1
"CLONIDINA CLORHIDRATO 0,150 MG / ML",37795,HO31483/3,"CLONIDINA CLORHIDRATO 0,150 mg / mL X 30 AMPOLLAS",,INYECTABLE,"LABORATORIOS VALMOR, C.A.",,2,1
CLOPIDOGREL 75 MG,37801,ME34084/2,CLOPIDOGREL 75 mg X 14 COMPRIMIDOS RECUBIERTOS,Clopidogrel,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52340.jpg,7,5
CLOPIDOGREL 75 MG,37802,ME34084/3,CLOPIDOGREL 75 mg X 20 COMPRIMIDOS RECUBIERTOS,Clopidogrel,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51767.jpg,7,5
CLOPIDOGREL 75 MG,37803,ME34084/4,CLOPIDOGREL 75 mg X 30 COMPRIMIDOS RECUBIERTOS,Clopidogrel,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99858.jpg,7,5
CLOPIDOGREL 75 MG,37804,ME36122,CLOPIDOGREL 75 mg X 14 TABLETAS RECUBIERTAS,Clopidogrel,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://pccentro.net.ve/img/s/7/6/0/5/6/76056-large_default.webp,7,5
CLOPIDOGREL 75 MG,37805,ME37534,CLOPIDOGREL 75 mg X 30 TABLETAS RECUBIERTAS,,TABLETAS,EMPRESA LABORATORIOS MEDSOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22848.jpg,7,5
CLOPIDOGREL 75 MG,37806,ME43375,CLOPIDOGREL 75 mg X 30 TABLETAS RECUBIERTAS,Clopidogrel,TABLETAS,"JIANGXI XIER KANGTAI PHARMACEUTICAL CO., LTD",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20426.jpg,7,5
CLOPIDOGREL 75 MG,37807,ME34774,CLOPIDOGREL 75 mg X 30 TABLETAS RECUBIERTAS,Clopidogrel,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://pccentro.net.ve/img/s/7/6/0/5/6/76056-large_default.webp,7,5
CLORACE 500 MG - 4 MG,37811,ME29690/3,CLORACE 500 mg - 4 mg X 20 TABLETAS,,TABLETAS,"LABORATORIO COFASA, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97306.jpg,2,1
CLORACE 500 MG - 4 MG,37812,ME29690/2,CLORACE 500 mg - 4 mg X 10 TABLETAS,,TABLETAS,"LABORATORIO COFASA, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9598.jpg,2,1
COMPLEJO DE VITAMINA B,37835,HO1587,COMPLEJO DE VITAMINA B X 3 AMPOLLAS,,INYECTABLE,PRODUCTOS LISTER FENIX C.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5118.jpg,2,2
COMPLEJO DE VITAMINA B,39158,ME1412,COMPLEJO DE VITAMINA B X 20 TABLETAS,,TABLETAS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",,2,2
CORENTEL 10 MG,37841,ME35619/2,CORENTEL 10 mg X 10 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,MEGALABS S.A.,,2,1
CORENTEL 10 MG,37842,ME35619/3,CORENTEL 10 mg X 30 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,MEGALABS S.A.,,2,1
"CORENTEL 1,25 MG",37843,ME39494/2,"CORENTEL 1,25 mg X 10 COMPRIMIDOS RECUBIERTOS",,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28209.jpg,2,1
"CORENTEL 1,25 MG",37844,ME39494/3,"CORENTEL 1,25 mg X 30 COMPRIMIDOS RECUBIERTOS",,COMPRIMIDOS,MEGALABS S.A.,,2,1
CORENTEL 5 MG,37845,ME35620/3,CORENTEL 5 mg X 30 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10042.jpg,2,1
CORENTEL 5 MG,37846,ME35620/2,CORENTEL 5 mg X 10 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10024.jpg,2,1
"COROPRES HCT 16 MG - 12,5 MG",37847,ME38312/2,"COROPRES HCT 16 mg - 12,5 mg X 10 COMPRIMIDOS",Candesartan Cilexetilo - Hidroclorotiazida,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28208.jpg,2,1
"COROPRES HCT 16 MG - 12,5 MG",37848,ME38312/3,"COROPRES HCT 16 mg - 12,5 mg X 30 COMPRIMIDOS",Candesartan Cilexetilo - Hidroclorotiazida,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96010.jpg,2,1
CRISOMET 50 MG - 500 MG,37852,ME41808/2,CRISOMET 50 mg - 500 mg X 10 TABLETAS RECUBIERTAS,Metformina - Sitagliptina,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16905.jpg,2,1
CRISOMET 50 MG - 500 MG,37853,ME41808/3,CRISOMET 50 mg - 500 mg X 30 TABLETAS RECUBIERTAS,Metformina - Sitagliptina,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19232.jpg,2,1
"CURPINOL 6,25 MG",37855,ME35933/2,"CURPINOL 6,25 mg X 10 COMPRIMIDOS",Carvedilol,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26063.jpg,2,1
"CURPINOL 6,25 MG",37856,ME35933/3,"CURPINOL 6,25 mg X 30 COMPRIMIDOS",Carvedilol,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92400.jpg,2,1
CYPRAL 500 MG,37857,ME27157/2,CYPRAL 500 mg X 14 TABLETAS RECUBIERTAS,Ciprofloxacino,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3660.jpg,2,1
CYPRAL 500 MG,37858,ME27157/3,CYPRAL 500 mg X 20 TABLETAS RECUBIERTAS,Ciprofloxacino,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92798.jpg,2,1
DALTAZEN 60 MG,37862,ME30715/2,DALTAZEN 60 mg X 10 COMPRIMIDOS,Diltiazem,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28478.jpg,3,1
DALTAZEN 60 MG,37863,ME30715/3,DALTAZEN 60 mg X 20 COMPRIMIDOS,Diltiazem,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1303.jpg,3,1
DALTAZEN 60 MG,37864,ME30715/4,DALTAZEN 60 mg X 30 COMPRIMIDOS,Diltiazem,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52575.jpg,3,1
"DECOBEL 0,5 MG",37867,ME21267/2,"DECOBEL 0,5 mg X 10 TABLETAS",Dexametasona,TABLETAS,C.A. PRODUCTOS RONAVA,https://pccentro.net.ve/img/s/3/0/8/5/6/30856-large_default.webp,2,1
"DECOBEL 0,5 MG",37868,ME21267/3,"DECOBEL 0,5 mg X 30 TABLETAS",Dexametasona,TABLETAS,C.A. PRODUCTOS RONAVA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22694.jpg,2,1
DEFLAZACORT 30 MG,37871,ME37306/2,DEFLAZACORT 30 mg X 10 TABLETAS,Deflazacort,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22262.jpg,2,1
DEFLAZACORT 30 MG,37872,ME37306/3,DEFLAZACORT 30 mg X 30 TABLETAS,Deflazacort,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91498.jpg,2,1
DEFLAZACORT 6 MG,37873,ME37255,DEFLAZACORT 6 mg X 10 TABLETAS,Deflazacort,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91527.jpg,3,2
DEFLAZACORT 6 MG,37874,ME32194/2,DEFLAZACORT 6 mg X 10 COMPRIMIDOS,Deflazacort,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://pccentro.net.ve/img/s/8/9/7/4/3/89743-large_default.webp,3,2
DEFLAZACORT 6 MG,37875,ME32194/3,DEFLAZACORT 6 mg X 30 COMPRIMIDOS,Deflazacort,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52860.jpg,3,2
DESLORAT 5 MG,37890,ME34405/2,DESLORAT 5 mg X 10 TABLETAS RECUBIERTAS,Desloratadina,TABLETAS,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7176.jpg,2,1
DESLORAT 5 MG,37891,ME34405/3,DESLORAT 5 mg X 20 TABLETAS RECUBIERTAS,Desloratadina,TABLETAS,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8041.jpg,2,1
"DESLORATADINA 2,5 MG / 5 ML JARABE",37893,ME36998,"DESLORATADINA 2,5 mg / 5 mL JARABE",Desloratadina,JARABE,"LABORATORIO LA SANTE, C.A.",https://pccentro.net.ve/img/s/7/4/5/1/9/74519-large_default.webp,2,2
"DESLORATADINA 2,5 MG / 5 ML JARABE",39177,ME42524,"DESLORATADINA 2,5 mg / 5 mL JARABE",Desloratadina,JARABE,LABORATORIOS SIEGFRIED S.A.,https://pccentro.net.ve/img/s/7/4/5/1/9/74519-large_default.webp,2,2
DESLORATADINA 5 MG,37894,ME37996,DESLORATADINA 5 mg X 10 TABLETAS RECUBIERTAS,Desloratadina,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97003.jpg,4,4
DESLORATADINA 5 MG,37895,ME35486,DESLORATADINA 5 mg X 10 COMPRIMIDOS RECUBIERTOS,Desloratadina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8560.jpg,4,4
DESLORATADINA 5 MG,39180,ME36359,DESLORATADINA 5 mg X 10 TABLETAS RECUBIERTAS,Desloratadina,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://pccentro.net.ve/img/s/7/7/0/0/2/77002-large_default.webp,4,4
DESLORATADINA 5 MG,39181,ME43091,DESLORATADINA 5 mg X 10 TABLETAS RECUBIERTAS,Desloratadina,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://pccentro.net.ve/img/s/7/7/0/0/2/77002-large_default.webp,4,4
DEXAMETASONA 4 MG,37899,ME42492/2,DEXAMETASONA 4 mg X 10 COMPRIMIDOS,Dexametasona,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53504.jpg,2,1
DEXAMETASONA 4 MG,37900,ME42492/3,DEXAMETASONA 4 mg X 100 COMPRIMIDOS,Dexametasona,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25079.jpg,2,1
DIAGESIC 75 MG / 3 ML,37916,HO33474/2,DIAGESIC 75 mg / 3 mL X 1 AMPOLLAS,Diclofenaco,INYECTABLE,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51210.jpg,2,1
DIAGESIC 75 MG / 3 ML,37917,HO33474/3,DIAGESIC 75 mg / 3 mL X 2 AMPOLLAS,Diclofenaco,INYECTABLE,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6136.jpg,2,1
DICLOFENAC POT,37924,MI35435/2,DICLOFENAC POT X 6 UNIDADES,Diclofenaco,,LABORATORIO CHILE S.A.,https://pccentro.net.ve/img/s/8/0/5/8/7/80587-large_default.webp,3,1
DICLOFENAC POT,37925,MI35435/3,DICLOFENAC POT X 10 UNIDADES,Diclofenaco,,LABORATORIO CHILE S.A.,https://pccentro.net.ve/img/s/8/0/5/8/7/80587-large_default.webp,3,1
DICLOFENAC POT,37926,MI35435/4,DICLOFENAC POT X 30 UNIDADES,Diclofenaco,,LABORATORIO CHILE S.A.,https://pccentro.net.ve/img/s/8/0/5/8/7/80587-large_default.webp,3,1
DICLOFENACO SODICO 75MG/3ML,37927,HO36803/2,DICLOFENACO SODICO 75mg/3ml X 1 AMPOLLAS,Diclofenaco,INYECTABLE,"FARMIONNI SCALPI,S.A.",https://pccentro.net.ve/img/s/9/5/7/9/2/95792-large_default.webp,2,1
DICLOFENACO SODICO 75MG/3ML,37928,HO36803/3,DICLOFENACO SODICO 75mg/3ml X 10 AMPOLLAS,Diclofenaco,INYECTABLE,"FARMIONNI SCALPI,S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53115.jpg,2,1
DICLOFENACO POTASICO 50 MG,37929,ME43045/2,DICLOFENACO POTASICO 50 mg X 10 TABLETAS RECUBIERTAS,Diclofenaco,TABLETAS,"JIANGXI XIER KANGTAI PHARMACEUTICAL CO., LTD",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54424.jpg,5,3
DICLOFENACO POTASICO 50 MG,37930,ME43045/4,DICLOFENACO POTASICO 50 mg X 30 TABLETAS RECUBIERTAS,Diclofenaco,TABLETAS,"JIANGXI XIER KANGTAI PHARMACEUTICAL CO., LTD",https://pccentro.net.ve/img/s/5/2/9/3/1/52931-large_default.webp,5,3
DICLOFENACO POTASICO 50 MG,37931,ME43045/3,DICLOFENACO POTASICO 50 mg X 20 TABLETAS RECUBIERTAS,Diclofenaco,TABLETAS,"JIANGXI XIER KANGTAI PHARMACEUTICAL CO., LTD",https://pccentro.net.ve/img/s/5/2/9/3/1/52931-large_default.webp,5,3
DICLOFENACO POTASICO 50 MG,37934,ME43099,DICLOFENACO POTASICO 50 mg X 20 TABLETAS CON RECUBRIMIENTO ENTERICO,,TABLETAS,VIDA LABORATORIES (P) LIMITED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20512.jpg,5,3
