clave_nombre,id,sku,nombre_comercial,molecula,forma,laboratorio,foto_url,total_grupo,lab_distintos
ALBICAR 200 MG,37390,ME27447/3,ALBICAR 200 mg X 6 TABLETAS,Albendazol,TABLETAS,"LABORATORIOS ELMOR, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9782.jpg,2,1
ALSART 160 MG,37407,ME33085/2,ALSART 160 mg X 10 CAPSULAS,Valsartan,CAPSULAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20787.jpg,2,1
ALSART 160 MG,37408,ME33085/3,ALSART 160 mg X 30 CAPSULAS,Valsartan,CAPSULAS,LABORATORIOS SIEGFRIED S.A.,https://pccentro.net.ve/img/s/5/4/4/8/8/54488-large_default.webp,2,1
ALSART 80 MG,37409,ME33084/2,ALSART 80 mg X 10 CAPSULAS,Valsartan,CAPSULAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20332.jpg,2,1
ALSART 80 MG,37410,ME33084/3,ALSART 80 mg X 30 CAPSULAS,Valsartan,CAPSULAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20333.jpg,2,1
AMIODARONA CLORHIDRATO 200 MG,37421,ME31452,AMIODARONA CLORHIDRATO 200 mg X 10 COMPRIMIDOS,Amiodarona,COMPRIMIDOS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3505.jpg,2,2
AMIODARONA CLORHIDRATO 200 MG,37422,ME32403,AMIODARONA CLORHIDRATO 200 mg X 10 TABLETAS,Amiodarona,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4602.jpg,2,2
AMLODIPINA 10 MG,37423,ME30206/3,AMLODIPINA 10 mg X 30 COMPRIMIDOS,Amlodipino,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97973.jpg,9,3
AMLODIPINA 10 MG,37424,ME30206/4,AMLODIPINA 10 mg X 60 COMPRIMIDOS,Amlodipino,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20112.jpg,9,3
AMLODIPINA 10 MG,37425,ME30206/2,AMLODIPINA 10 mg X 10 COMPRIMIDOS,Amlodipino,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2419.jpg,9,3
