id,sku,nombre_comercial,foto_url,activo
37464,ME31329/3,ANGRIP X 8 COMPRIMIDOS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22591.jpg,true
37465,ME31329/2,ANGRIP X 4 COMPRIMIDOS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23940.jpg,true
37467,ME30811,"ANSILAN 0,5 mg X 30 COMPRIMIDOS RECUBIERTOS",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1297.jpg,true
37468,ME30871,ANSILAN 1 mg X 30 COMPRIMIDOS RECUBIERTOS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1298.jpg,true
37469,ME41688,ANSILAN 2 mg X 30 COMPRIMIDOS RECUBIERTOS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16881.jpg,true
37470,ME43410/3,"ANTAAR 1,25 mg X 30 TABLETAS RECUBIERTAS",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29562.jpg,true
37472,ME39619,ANTAAR 10 mg X 30 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17094.jpg,true
37473,ME40192,ANTIFOM 160 mg X 10 COMPRIMIDOS RECUBIERTOS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23430.jpg,true
37475,ME43225,APIRET FORTE 650 mg X 10 TABLETAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50410.jpg,true
37478,ME43224,APIRET 500 mg X 10 TABLETAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28791.jpg,true
37480,ME44489,"APITENA 2,5 mg X 30 COMPRIMIDOS RECUBIERTOS",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30329.jpg,true
37481,ME43847,APIBLOTAN 5mg X 60 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51774.jpg,true
37482,ME42366/3,APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A BANANA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53180.jpg,true
37483,ME42366/2,APLACAL 750 mg X 10 TABLETAS MASTICABLES SABOR A BANANA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21594.jpg,true
37484,ME43975,APLEXIL 550 mg X 10 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53335.jpg,true
37485,ME37211/2,"ARANDA 2,5 mg - 50 mg X 10 CAPSULAS",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27227.jpg,true
37486,ME37211/3,"ARANDA 2,5 mg - 50 mg X 30 CAPSULAS",https://pccentro.net.ve/img/s/7/5/0/7/6/75076-large_default.webp,true
37487,ME37212,ARANDA 5 mg - 100 mg X 10 CAPSULAS,https://pccentro.net.ve/img/s/7/8/3/6/0/78360-large_default.webp,true
37488,ME41482,ARCOVAL 60 mg X 10 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52031.jpg,true
37489,ME41483,ARCOVAL 90 mg X 10 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52032.jpg,true
37490,ME40810/3,ARESAN 20 mg X 30 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22093.jpg,true
37491,ME40810/2,ARESAN 20 mg X 10 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51009.jpg,true
