producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio,categoria,fuente,gates,url_en_ledger,desc_candidata,foto_candidata
37327,ME34148/3,ACETAZOLAMIDA 250 MG X 20 TABLETAS,ACETAZOLAMIDA,Acetazolamida,TABLETAS,EMPRESA LABORATORIOS MEDSOL,generico_otro_lab,cobeca,lab_generico,,ACETAZOLAMIDA TAB 250MG X20 KMP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53492.jpg
37328,ME34148/2,ACETAZOLAMIDA 250 MG X 10 TABLETAS,ACETAZOLAMIDA,Acetazolamida,TABLETAS,EMPRESA LABORATORIOS MEDSOL,generico_otro_lab,cobeca,lab_generico,,ACETAZOLAMIDA TAB 250MG X10 CR MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53177.jpg
37336,HO40581,ACICLOVIR 250 MG POLVO LIOFILIZADO PARA SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,ACICLOVIR,Aciclovir,INYECTABLE,VITALIS S.A.C.I.,generico_otro_lab,cobeca,lab_generico,,ACICLOVIR PVO SOL INY 250MG VIAL X1 DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51935.jpg
37339,ME26178/3,ACICLOVIR 200 MG X 20 TABLETAS,ACICLOVIR,Aciclovir,TABLETAS,LABORATORIO PIFANO C.A.,generico_otro_lab,cobeca,lab_generico,,ACICLOVIR TAB 200MG X 20 POLINAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29551.jpg
37341,ME26178/4,ACICLOVIR 200 MG X 24 TABLETAS,ACICLOVIR,Aciclovir,TABLETAS,LABORATORIO PIFANO C.A.,generico_otro_lab,cobeca,lab_generico,,ACICLOVIR TAB 200MG X24 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7859.jpg
37347,HO44464,ACIDO ASCORBICO 500 MG / 5 ML SOLUCION INYECTABLE,ACIDO ASCORBICO,Ascorbico Acido,INYECTABLE,GUIZHOU TIANDI PHARMACEUTICAL CO. LTD,generico_otro_lab,cobeca,lab_generico,,ACIDO ASCORBICO AMP 500MG/5MLX10 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23088.jpg
37350,HO3187/3,ACIDO FOLICO 10 MG / ML X 10 AMPOLLAS,ACIDO FOLICO,Folico Acido,INYECTABLE,MEGALABS S.A.,generico_otro_lab,cobeca,lab_generico,,ACIDO FOLICO AMP 10MG/2ML X10 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22846.jpg
37356,ME4630/2,ACIDO FOLICO 10 MG X 10 COMPRIMIDOS,ACIDO FOLICO,Folico Acido,COMPRIMIDOS,MEGALABS S.A.,generico_otro_lab,cobeca,lab_generico,,ACIDO FOLICO TAB 10MG X10 MEY,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20330.jpg
37368,ME43334,ADAPALENO - CLINDAMICINA 0.1 % - 1 % GEL,ADAPALENO - CLINDAMICINA,Adapaleno,GEL,LABORATORIOS SPEFAR VENEZOLANOS S.A.,generico_otro_lab,cobeca,lab_generico,,"ADAPALENO GEL TOP 0,1% 15G HM",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52420.jpg
37369,HO34745,ADRENALINA 1 MG / ML X 5 AMPOLLAS,ADRENALINA,Adrenalina,INYECTABLE,LABORATORIO BIOSANO S.A.,generico_otro_lab,cobeca,lab_generico,,ADRENALINA SOL INY 1MG/ML X5 DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52500.jpg
