producto_id,sku,nombre_comercial,nucleo,foto_url,fuente,detalle
39163,ME42233,COROPRES HCT 32 MG - 12.5 MG COMPRIMIDOS,COROPRES HCT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28480.jpg,cobeca,"COROPRES HCT COM 32/12,5 MG X 10"
37849,ME35926,COROPRES 8 MG X 30 COMPRIMIDOS,COROPRES,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98452.jpg,cobeca,COROPRES COMP 8MG X30 MEG
39162,ME35927,COROPRES 16 MG COMPRIMIDOS,COROPRES,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98453.jpg,cobeca,COROPRES COMP 16MG X30 MEG
37851,ME31743,COVENTROL 6.25 MG X 30 COMPRIMIDOS,COVENTROL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99167.jpg,cobeca,"COVENTROL COMP 6,25MG X30 LETI"
37852,ME41808/2,CRISOMET 50 MG - 500 MG X 10 TABLETAS RECUBIERTAS,CRISOMET,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16905.jpg,cobeca,CRISOMET TAB REC 50MG/500MG X10 FAR
37853,ME41808/3,CRISOMET 50 MG - 500 MG X 30 TABLETAS RECUBIERTAS,CRISOMET,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19232.jpg,cobeca,CRISOMET TAB REC 50MG/500MG X30 FAR
39165,ME41809/2,CRISOMET 50 MG - 850 MG X 10 TABLETAS RECUBIERTAS,CRISOMET,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17016.jpg,cobeca,CRISOMET TAB REC 50MG/850MG X10 FAR
39166,ME41809/3,CRISOMET 50 MG - 850 MG X 30 TABLETAS RECUBIERTAS,CRISOMET,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19233.jpg,cobeca,CRISOMET TAB REC 50MG/850MG X30 FAR
37854,ME37867,CRISPLUS 120 MG X 30 CAPSULAS,CRISPLUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28167.jpg,cobeca,CRISPLUS CAP 120MG X30 ZUO
37855,ME35933/2,CURPINOL 6.25 MG X 10 COMPRIMIDOS,CURPINOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26063.jpg,cobeca,"CURPINOL COMP 6,25MG X10 MEG"
37856,ME35933/3,CURPINOL 6.25 MG X 30 COMPRIMIDOS,CURPINOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92400.jpg,cobeca,"CURPINOL COMP 6,25MG X30 MEG"
39167,ME36263,CURPINOL 12.5 MG COMPRIMIDOS,CURPINOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92399.jpg,cobeca,"CURPINOL COMP 12,5MG X30 MEG"
39168,ME36264,CURPINOL 25 MG COMPRIMIDOS,CURPINOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92398.jpg,cobeca,CURPINOL COMP 25MG X30 MEG
37857,ME27157/2,CYPRAL 500 MG X 14 TABLETAS RECUBIERTAS,CYPRAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3660.jpg,cobeca,CYPRAL TAB 500MG X14 MEY
37858,ME27157/3,CYPRAL 500 MG X 20 TABLETAS RECUBIERTAS,CYPRAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92798.jpg,cobeca,CYPRAL TAB REC 500MG X20 PLX
37859,ME27452,CYPRAL 750 MG X 6 TABLETAS RECUBIERTAS,CYPRAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11353.jpg,cobeca,CYPRAL TAB 750MG X6 MEY
37860,ME42913,DALCITRIN 2 % UNGUENTO,DALCITRIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28692.jpg,cobeca,DALCITRIN UNG 2% X 15G
37861,ME24979,DALPAS 5 MG X 30 TABLETAS,DALPAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6617.jpg,cobeca,DALPAS TAB 5MG X30 BIOTECH
37862,ME30715/2,DALTAZEN 60 MG X 10 COMPRIMIDOS,DALTAZEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28478.jpg,cobeca,DALTAZEN COM 60 MG X 10
37863,ME30715/3,DALTAZEN 60 MG X 20 COMPRIMIDOS,DALTAZEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1303.jpg,cobeca,DALTAZEN COMP 60MG X20 MEG
37868,ME21267/3,DECOBEL 0.5 MG X 30 TABLETAS,DECOBEL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22694.jpg,cobeca,"DECOBEL TAB 0,5MG X30 RNV"
37869,HO20294,DECOBEL 8 MG / 2 ML SOLUCION INYECTABLE,DECOBEL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94637.jpg,cobeca,DECOBEL SOL INY 8MG/2ML 2ML RNV
37870,ME42577,DEFLARIN 6 MG X 10 COMPRIMIDOS,DEFLARIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21048.jpg,cobeca,DEFLARIN COMP 6MG X10 CCM
37876,ME34903,DENCOFEN 1.16 % CREMA EN BASE GEL,DENCOFEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90093.jpg,cobeca,DENCOFEN CREM-GEL X20GR
37878,ME38371,DENUAL 150 MG X 1 COMPRIMIDO RECUBIERTO,DENUAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94853.jpg,cobeca,DENUAL COMP 150MG X1 MEG
37879,ME43769,DEPOFEM 150MGML X 1 AMPOLLA,DEPOFEM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28729.jpg,cobeca,DEPOFEM SOL/INY 150MG X 1
37880,ME25685,DERAIN 15 % CREMA,DERAIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8275.jpg,cobeca,DERAIN GASA X10 LETI
37881,ME37124,DERMACORTINE 0.1 % CREMA,DERMACORTINE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91421.jpg,cobeca,"DERMACORTINE CREM 0,1% 15G MEG"
37883,ME41291,DERMAZOL 0.05 % LOCION CAPILAR,DERMAZOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99591.jpg,cobeca,"DERMAZOL CREM 0,05% 30G MEG"
39174,ME40804,DERMAZOL 0.05 % UNGUENTO,DERMAZOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99591.jpg,cobeca,"DERMAZOL CREM 0,05% 30G MEG"
39175,ME40790,DERMAZOL 0.05 % CREMA,DERMAZOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99591.jpg,cobeca,"DERMAZOL CREM 0,05% 30G MEG"
37884,ME38114,DERMOSUPRIL C 0.1 % - 3 % CREMA TOPICA,DERMOSUPRIL C,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24079.jpg,cobeca,DERMOSUPRIL C CREM 01%/3% 15G MEG
37885,ME21432,DERMOVATE 0.05 % CREMA,DERMOVATE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28893.jpg,cobeca,"DERMOVATE CREM 0,05% X 30G"
37886,ME41984,DEROVIT 1000 UI X 30 CAPSULAS BLANDAS,DEROVIT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25518.jpg,cobeca,DEROVIT CAP BLD 1000UI X30 VIV
37889,ME36632,DESLER 5 MG X 10 TABLETAS RECUBIERTAS,DESLER,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/18806.jpg,cobeca,DESLER TAB 5MG X10 PHARME
37890,ME34405/2,DESLORAT 5 MG X 10 TABLETAS RECUBIERTAS,DESLORAT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90319.jpg,cobeca,"DESLORAT 0,5MG 60ML L.O"
37891,ME34405/3,DESLORAT 5 MG X 20 TABLETAS RECUBIERTAS,DESLORAT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90319.jpg,cobeca,"DESLORAT 0,5MG 60ML L.O"
37897,ME44106,DESONIDA 0.1 % CREMA,DESONIDA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23011.jpg,cobeca,"DESONIDA CREM 0,1% 15G MEY"
37898,ME44013,DESTREL 75 MCG X 28 COMPRIMIDOS RECUBIERTOS,DESTREL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50861.jpg,cobeca,DESTREL COM 75MCG X 28 EURO
37909,ME42537,DEXTROMETORFANO 15 MG / 5 ML JARABE,DEXTROMETORFANO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26399.jpg,cobeca,DEXTROMETORFANO JBE 15MG/5ML 120ML BIOQ
37911,HO39066,DEXTROSA 50 % SOLUCION INYECTABLE IV,DEXTROSA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1131.jpg,cobeca,DEXTROSA AGUA DESTILADA #2 10% 500ML BHR
37914,ME38358,DIAFORMINA 1000 MG X 30 COMPRIMIDOS RECUBIERTOS,DIAFORMINA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95456.jpg,cobeca,DIAFORMINA COMP REC 1000MG X30 MEG
37915,ME30872,DIAFORMINA 500 MG X 30 COMPRIMIDOS RECUBIERTOS,DIAFORMINA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50991.jpg,cobeca,DIAFORMINA COMP REC 500MG X30 MEG
37916,HO33474/2,DIAGESIC 75 MG / 3 ML X 1 AMPOLLA,DIAGESIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51210.jpg,cobeca,DIAGESIC AMP 75MG/3ML X1 BIOT
37917,HO33474/3,DIAGESIC 75 MG / 3 ML X 2 AMPOLLAS,DIAGESIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6136.jpg,cobeca,DIAGESIC SOL INY 75MG/3ML X2 BIOTECH
37920,ME25910,DIARONA 200 MG X 10 TABLETAS,DIARONA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7335.jpg,cobeca,DIARONA TAB 200MG X10 VIN
37923,ME36464,DICLODEX 50 MG X 20 TABLETAS RECUBIERTAS,DICLODEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90913.jpg,cobeca,DICLODEX TAB 50MG X20 PLX
37936,ME39086,DIECAPS 120 MG X 30 CAPSULAS,DIECAPS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94852.jpg,cobeca,DIECAPS CAP 120MG X30 MEG
37937,ME40899,DIECAPS 60 MG X 30 CAPSULAS,DIECAPS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17245.jpg,cobeca,DIECAPS CAP 60MG X30 MEG
37940,ME27774,DIFENAC 1 % GEL,DIFENAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8417.jpg,cobeca,DIFENAC GEL 30ML DLR
39483,ME24522,DIFENAC 100 MG X 10 COMPRIMIDOS RECUBIERTOS,DIFENAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8420.jpg,cobeca,DIFENAC FORTE COMP REC 100MG X10 DLR
37941,ME41496,DIGLET 1000 U.I. X 30 COMPRIMIDOS ORODISPERSABLES,DIGLET,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28637.jpg,cobeca,DIGLET COM 2000 UI X 30
37942,ME42648,DIGLET 5000 U.I. X 10 COMPRIMIDOS RECUBIERTOS,DIGLET,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52638.jpg,cobeca,DIGLET COMP REC 5000UI X10 LETI
37943,ME42496,DIGLET 200 UI SOLUCION ORAL,DIGLET,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52147.jpg,cobeca,DIGLET SOL ORAL GTAS 200UI 20ML LETI
37944,ME32831,DIKLASON 100 MG X 20 COMPRIMIDOS DE ACCION PROLONGADA,DIKLASON,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13042.jpg,cobeca,DIKLASON AP COMP 100MG X20 LETI
37947,ME27240,DILOTEX 5 MG X 30 COMPRIMIDOS,DILOTEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50518.jpg,cobeca,DILOTEX COM 5MG X 30
37948,ME27234,DILOTEX 10 MG X 10 COMPRIMIDOS,DILOTEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9889.jpg,cobeca,DILOTEX COMP 10MG X10 DLR
37958,HO30051,DIPIDOL 500 MG / ML X 3 AMPOLLAS,DIPIDOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52497.jpg,cobeca,DIPIDOL SOL INY 500MG/ML 2ML X3 BHR
37959,ME42021,DIPLOZ 1 MG X 30 TABLETAS RECUBIERTAS,DIPLOZ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22057.jpg,cobeca,DIPLOZ TAB 1MG X30 CLX
37961,ME30873,DOBET 2 % - 0.5 % SOLUCION OFTALMICA,DOBET,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/843.jpg,cobeca,DOBET SOL OFT 5ML L.O
37962,ME40299/3,DOBRACID 300 MG X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,DOBRACID,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16483.jpg,cobeca,DOBRACID COMP LP 300MG X30 LETI
37963,ME40299/2,DOBRACID 300 MG X 10 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,DOBRACID,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50498.jpg,cobeca,DOBRACID LP COM 300MG X 10
37968,ME27426/3,DOLAK 10 MG X 20 COMPRIMIDOS,DOLAK,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2586.jpg,cobeca,DOLAK COMP 10MG X20 DLR
37969,ME27426/2,DOLAK 10 MG X 10 COMPRIMIDOS,DOLAK,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2349.jpg,cobeca,DOLAK SL COMP 10MG X10 DLR
37970,ME27438,DOLAK 20 MG X 10 COMPRIMIDOS RECUBIERTOS,DOLAK,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10812.jpg,cobeca,DOLAK COMP 20MG X10 DLR
39489,ME38932/4,DOLAK 30 MG X 4 COMPRIMIDOS SUBLINGUALES,DOLAK,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94457.jpg,cobeca,DOLAK SL COMP 30MG X4 DLR
37972,ME32091,DOLKIDS 160 MG X 20 TABLETAS MASTICABLES,DOLKIDS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5370.jpg,cobeca,DOLKIDS TAB 160MG X20 CLX
37973,ME42184,DOLNIX 150 MG X 20 CAPSULAS,DOLNIX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51126.jpg,cobeca,DOLNIX CAP 150MG X20 DLR
37977,ME36325,DOMPESIN 10 MG X 30 COMPRIMIDOS,DOMPESIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11584.jpg,cobeca,DOMPESIN COMP 10MG X30 DLR
37978,ME38983,DOMPESIN 1 MG / ML SUSPENSION,DOMPESIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94774.jpg,cobeca,DOMPESIN SUSP 1MG/ML 120ML DLR
37981,ME32119/4,DORIXINA FLEX 125 MG - 5 MG X 20 COMPRIMIDOS RECUBIERTOS,DORIXINA FLEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50180.jpg,cobeca,DORIXINA FLEX COM/REC 125MG/5MG X 20
37982,ME32119/2,DORIXINA FLEX 125 MG - 5 MG X 5 COMPRIMIDOS RECUBIERTOS,DORIXINA FLEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29269.jpg,cobeca,DORIXINA FLEX COM/REC 125MG/5MG X 5
37986,ME21021,DOXIUM 500 MG X 30 CAPSULAS,DOXIUM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52056.jpg,cobeca,DOXIUM CAP 500MG X30 LETI
37988,ME32615/3,DUROVAL 50 MG X 2 TABLETAS RECUBIERTAS,DUROVAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22796.jpg,cobeca,DUROVAL TAB REC 50MG X2 VLM
37989,ME32615/2,DUROVAL 50 MG X 1 TABLETA RECUBIERTA,DUROVAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2798.jpg,cobeca,DUROVAL TAB 50MG X1 VLM
37990,ME32615/4,DUROVAL 50 MG X 3 TABLETAS RECUBIERTAS,DUROVAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2821.jpg,cobeca,DUROVAL TAB 50MG X3 VLM
37994,ME11176,DUVADILAN 10 MG X 30 COMPRIMIDOS,DUVADILAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1300.jpg,cobeca,DUVADILAN COMP 10MG X30 ZUO
37995,ME36415,EDAGAN 200 MG X 30 COMPRIMIDOS RECUBIERTOS,EDAGAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90689.jpg,cobeca,EDAGAN 200 COMP 200MG X30 MEG
37996,ME36330,EDAGAN 25 MG X 30 COMPRIMIDOS RECUBIERTOS,EDAGAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90687.jpg,cobeca,EDAGAN 25 COMP 25MG X30 MEG
37997,HO30096,EDEMID 10 MG / ML X 5 AMPOLLAS,EDEMID,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2361.jpg,cobeca,EDEMID SOL INY 10MG/2ML X 5 AMP
38009,ME43715,EPITRAL 25 MG X 30 TABLETAS,EPITRAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52494.jpg,cobeca,EPITRAL TAB 25MG X30 VLM
38010,ME42128,EPITRAL 100 MG X 30 TABLETAS,EPITRAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20035.jpg,cobeca,EPITRAL TAB REC 100MG X30 VLM
38011,ME42127,EPITRAL 50 MG X 30 TABLETAS,EPITRAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20036.jpg,cobeca,EPITRAL TAB REC 50MG X30 VLM
38013,ME39415,ERILON 0.05 % CREMA,ERILON,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5842.jpg,cobeca,"ERILON CREM 0,1% 15G BIOTECH"
39201,ME19270,ERILON 0.1 % CREMA,ERILON,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5842.jpg,cobeca,"ERILON CREM 0,1% 15G BIOTECH"
38027,ME40578,ESMIRTAL 20 MG X 30 COMPRIMIDOS RECUBIERTOS,ESMIRTAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54449.jpg,cobeca,ESMIRTAL COMP 20MG X30 MEG
38028,ME44181,ESOCOF 10 MG X 30 TABLETAS RECUBIERTAS,ESOCOF,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54292.jpg,cobeca,ESOCOF TAB REC 10MG X30 COFA
38038,ME35407/3,ESOZ 20 MG X 14 TABLETAS RECUBIERTAS,ESOZ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98439/98439.jpg,cobeca,ESOZ CAP 20MG X14 PHARME
38039,ME35407/4,ESOZ 20 MG X 28 TABLETAS RECUBIERTAS,ESOZ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98438/98438.jpg,cobeca,ESOZ CAP 20MG X28 PHARME
38040,ME35407/2,ESOZ 20 MG X 7 TABLETAS RECUBIERTAS,ESOZ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/18359.jpg,cobeca,ESOZ CAP 20MG X7 MMF
38041,ME34984/3,ESOZ 40 MG X 14 TABLETAS RECUBIERTAS DE LIBERACION RETARDADA,ESOZ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97637/97637.jpg,cobeca,ESOZ CAP 40MG X14 PHARME
38042,ME34984/4,ESOZ 40 MG X 28 TABLETAS RECUBIERTAS DE LIBERACION RETARDADA,ESOZ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97588/97588.jpg,cobeca,ESOZ CAP 40MG X28 PHARME
38043,ME34984/2,ESOZ 40 MG X 7 TABLETAS RECUBIERTAS DE LIBERACION RETARDADA,ESOZ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/18360.jpg,cobeca,ESOZ CAP 40MG X7 PHARME
38049,ME40159,ESQUIDONE 2 MG X 30 TABLETAS RECUBIERTAS,ESQUIDONE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98680.jpg,cobeca,ESQUIDONE TAB REC 2MG X30 VLM
38050,ME39561,ESQUIDONE 3 MG X 30 TABLETAS RECUBIERTAS,ESQUIDONE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98681.jpg,cobeca,ESQUIDONE TAB REC 3MG X30 VLM
38053,ME39929,EUKENE 40 MG X 30 COMPRIMIDOS RECUBIERTOS,EUKENE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27093.jpg,cobeca,EUKENE COMP 40MG X30 MEG
39204,ME39326,EUKENE 20 MG COMPRIMIDOS RECUBIERTOS,EUKENE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/15025.jpg,cobeca,EUKENE COMP 20MG X30 MEG
38054,ME42010,EUKENE HCT 40 MG - 12.5 MG X 30 COMPRIMIDOS RECUBIERTOS,EUKENE HCT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26422.jpg,cobeca,"EUKENE HCT COMP 40/12,5MG X30 MEG"
38055,ME42009,EUKENE HCT 40 MG - 25 MG X 30 COMPRIMIDOS RECUBIERTOS,EUKENE HCT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26420.jpg,cobeca,EUKENE HCT COMP 40/25MG X30 MEG
38056,ME23115/3,EUSILEN 4 MG X 15 COMPRIMIDOS,EUSILEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97144.jpg,cobeca,EUSILEN COMP 4MG X15 COFA
38057,ME23115/2,EUSILEN 4 MG X 8 COMPRIMIDOS,EUSILEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8831.jpg,cobeca,EUSILEN COMP 4MG X8 COFA
39205,HO27693/2,EUSILEN 4 MG / 2 ML X 1 AMPOLLA,EUSILEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9602.jpg,cobeca,EUSILEN AMP 4MG KIT  X1 COFA
39206,HO27693/3,EUSILEN 4 MG / 2 ML X 2 AMPOLLAS,EUSILEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5513.jpg,cobeca,EUSILEN AMP 4MG X2 + 2COMP/ALCHO COFA
38058,ME39742,EUTEBROL 20 MG X 30 COMPRIMIDOS,EUTEBROL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28314.jpg,cobeca,EUTEBROL COMP 20MG X30 ADIUM
38059,ME44070,EVABOLIN 25 MG X 30 TABLETAS RECUBIERTAS,EVABOLIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53346.jpg,cobeca,EVABOLIN TAB REC 25MG X30 COFA
38060,ME43622,EXOM 20 MG X 14 CAPSULAS CON MICROGRANULOS GASTRORRESISTENTES,EXOM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24978.jpg,cobeca,EXOM CAP 20MG X14 DISK
38061,ME43210,EXOVIS DUO 875 MG - 125 MG X 14 TABLETAS RECUBIERTAS,EXOVIS DUO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22553.jpg,cobeca,EXOVIS DUO TAB 875MG/125MG X14 FC
38062,ME43398,EZOLIUM 20 MG X 30 CAPSULAS,EZOLIUM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/93948.jpg,cobeca,EZOLIUM CAP 20MG X30 VIV
38063,ME43399,EZOLIUM 40 MG X 30 CAPSULAS,EZOLIUM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/93949.jpg,cobeca,EZOLIUM CAP 40MG X30 VIV
38064,ME28167,FAMULCER 40 MG X 10 TABLETAS,FAMULCER,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6884.jpg,cobeca,FAMULCER TAB 40MG X10 PLX
38065,ME37251,FARBICIL 1 % CREMA,FARBICIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91417.jpg,cobeca,FARBICIL CREM 1% 15G MEG
38067,ME31439,FEBRILIX 120 MG / 5 ML SOLUCION ORAL,FEBRILIX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8453.jpg,cobeca,FEBRILIX SOL 120MG/5ML 120ML KIMIC
38068,ME32558,FEBRILIX 500 MG X 20 TABLETAS,FEBRILIX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7037.jpg,cobeca,FEBRILIX TAB 500MG X20 KIMIC
38069,ME43813,FEBRIP 500 MG X 20 COMPRIMIDOS,FEBRIP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54399.jpg,cobeca,FEBRIP COMP 500MG X20 MEG
38070,ME42457,FEBRIP 180 MG / 5 ML SOLUCION ORAL,FEBRIP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27532.jpg,cobeca,FEBRIP SOL 180MG/5ML 120ML MEG
38076,ME27405/3,FERGANIC 40 MG X 24 CAPSULAS,FERGANIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8790.jpg,cobeca,FERGANIC CAP 40MG X24 MEG
38077,ME27405/4,FERGANIC 40 MG X 30 CAPSULAS,FERGANIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53159.jpg,cobeca,FERGANIC CAP 40MG X30 MEG
38082,ME27514,FERGANIC 40 MG / 15 ML SOLUCION ORAL,FERGANIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8791.jpg,cobeca,FERGANIC SOL GTS 15ML MEG
38083,HO43195,FERGANIC 100 MG / 5 ML X 1 AMPOLLA,FERGANIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52639.jpg,cobeca,FERGANIC SOL INY 100MG/5ML X1 MEG
38079,ME33240/3,FERGANIC FOLIC 40 MG - 360 MCG / 15 ML X 20 JARABE,FERGANIC FOLIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52465.jpg,cobeca,FERGANIC FOLIC JBE 40MG/360MCG 180ML MEG
38080,ME33240/2,FERGANIC FOLIC 40 MG - 360 MCG / 15 ML X 1 JARABE,FERGANIC FOLIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52465.jpg,cobeca,FERGANIC FOLIC JBE 40MG/360MCG 180ML MEG
38081,ME33240/4,FERGANIC FOLIC 40 MG - 360 MCG / 15 ML X 30 JARABE,FERGANIC FOLIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52465.jpg,cobeca,FERGANIC FOLIC JBE 40MG/360MCG 180ML MEG
39218,ME33238/5,FERGANIC FOLIC 40 MG - 350 MCG X 30 TABLETAS MASTICABLES,FERGANIC FOLIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90601.jpg,cobeca,FERGANIC FOLIC TAB MAST 40MG X30 MEG
