id,nombre,sinonimos,atc_id,descripcion
4157,Fk-506,,,
1460,Flavoglucosido,,,
1504,Foeniculum Vulgare,,,
1506,Foliculo Estimulante Hormona,,,
1507,Folinato Calcio,,,
1508,Folinico Acido,,,
1514,Formil Paraminobencenosulfanilamidotiazol,,,
1515,Formilsulfamidotiazol,,,
1516,Formilsulfanilamidotiazol,,,
1518,Formolparaminobenceno Sulfanilamidotiazol,,,
1519,Formolsulfanilamidotiazol,,,
1520,Formosulfamidotiazol,,,
1528,Foscarbidopa,,,
1531,Fosfato Disodio,,,
1532,Fosfato Disodio Anhidro,,,
1533,Fosfato Disodio Dihidrato,,,
1534,Fosfato Disodio Dodecahidrato,,,
1535,Fosfato Monosodio Dihidrato,,,
1536,Fosfato Potasico Dibasico,,,
1541,Fosfonomicina,,,
1543,Fosnetupitant,,,
1549,Fragaria Vesca,,,
1550,Frambuesa,,,
1553,Frangula,,,
1557,Frusemida,,,
4161,Fsh,,,
1558,Ftorafur,,,
4162,Fty720,,,
3956,Fucus Vesiculosus,,,
3957,Fucus Vesiculosus Exto Seco,,,
1560,Fumarato De Dimetilo,,,
1562,Fumarato Hierro,,,
1567,Fusidato Sodio,,,
1568,Fusidico Acido,,,
1594,G-amino-b-hidroxibutirico Acido,,,
1595,G-aminobutirico Acido,,,
3873,G-hidroxibutirico,,,
1574,Gadobenato Dimeglumina,,,
1575,Gadobenico Acido,,,
1581,Gadoterico Acido,,,
1584,Gadoxetato Disodio,,,
1585,Gadoxetico Acido,,,
1592,Galio 68ga Cloruro,,,
1598,Gamma-hidroxibutirico,,,
1596,Gammaglobulina Antihemofilica A,,,
1597,Gammaglobulina Antihemofilica B,,,
1604,Gaxilosa,,,
1605,Gayuba,,,
1606,Gayuba Exto,,,
1609,Gelatina Succinato,,,
1610,Gelatina Tanato,,,
1616,Geraniol,,,
1617,Germanio 68ge,,,
1618,Germanio 68ge Cl,,,
1620,Gimeracilo,,,
1621,Ginkgo Biloba,,,
1622,Ginkgo Biloba Exto,,,
1623,Ginkgo Biloba Extracto Seco,,,
4088,Ginseng,,,
1624,Ginseng Siberiano,,,
1634,Gliburida,,,
1635,Glicerilguayacol Eter,,,
1636,"Glicerilo, Trinitrato De",,,
1639,Glicerofosfato Sodio,,,
1640,Glicerofosforico Acido,,,
1646,Glicocola,,,
1647,"Glicoproteina F Del Virus Respiratorio Sincitial En Su Conformacion Prefusion, Arnm Monocatenario Protegido En El Extremo 5′ Que Codifica Para",,,
1648,Glidiazinamida,,,
1650,Glipentida,,,
1657,Gluconato Calcio Monohidrato,,,
1658,Gluconato Hierro,,,
1659,Gluconato Sodio,,,
1660,Gluconico Acido,,,
1669,Glutamato Magnesio Hidrobromuro,,,
1670,Glutamico Acido,,,
1673,Glycine Max (l.)merr,,,
1674,Glycine Max (l.)merr Exto Seco,,,
1675,Glycyrrhiza Glabra,,,
1676,Glycyrrhiza Glabra Raiz,,,
4089,Gomenol,,,
1679,Gonadotrofina Menopausica Humana,,,
1681,Gonadotropina Corionica Humana,,,
4167,Gp 47-680,,,
4168,Gp 48933,,,
4169,Gp-45840,,,
4170,Gr-43175,,,
1686,Grama,,,
1691,Grazoprevir Monohidrato,,,
1692,Grindelia,,,
1693,Grindelia Tintura,,,
4171,Gs 7977,,,
1697,Guarana,,,
1698,Guayacol Gliceril Eter,,,
1699,Guayacolato De Glicerilo,,,
1701,H Influenzae,,,
1786,H.influenzae Tipo B Polisacarido Conjugado Toxoide Tetanico,,,
1703,Haemophilus Influenzae Tipo B,,,
1705,Hamamelis,,,
1706,Hamamelis Agua,,,
1707,Hamamelis Hojas,,,
1708,Hamamelis Virginiana,,,
1709,Harpagophytum Exto Seco,,,
1710,Harpagophytum Procumbens,,,
1712,Hedera Helix L.,,,
1713,Hedera Helix L. Extracto Seco,,,
1716,Hemina,,,
1717,Hemitiamina,,,
1733,Hialuronico Acido,,,
1736,Hidrazida Del Acido Isonicotinico,,,
1737,Hidrazida Del Acido Piridin-4-carboxilico,,,
1738,Hidrazinoftalazina,,,
1757,Hidroxicitronelal,,,
1760,Hidroxicobalamina,,,
1762,Hidroxietilalmidon,,,
1765,Hidroxipolietoxidodecano,,,
1768,Hidroxitricarbalilico Acido,,,
1778,Hierba Luisa,,,
1781,Hierro (ii) Sulfato,,,
1780,Hierro Cloruro Tetrahidrato,,,
1783,Hierro Sulfato Desecado,,,
1784,Hierro-citrato-colina (ferricitrato Colina),,,
4175,Hinojo,,,
1787,Hioscina,,,
3960,Hiperico,,,
3961,Hipericon,,,
1789,Hisopo Oficinal,,,
1792,Histidina,,,
1793,Histidina Hidrocloruro,,,
1794,"Histidina, Hidrocloruro De, Monohidrato",,,
4176,Hki-272,,,
4093,Hoe 490,,,
1795,Hoja De Frambueso Exto Seco,,,
1796,Homomirteniloxitrietilamina,,,
1797,Hormona Crecimiento,,,
1798,Hormona Foliculo Estimulante,,,
1799,Hormona Gonadotrofina Menopausica Humana,,,
1800,Hormona Paratiroidea,,,
4177,Humulus Lupulus,,,
1801,Humulus Lupulus Extracto Seco,,,
1802,Humulus Lupulus Tintura Madre,,,
1803,Hwa 486,,,
1804,Hypericum Perforatum,,,
1805,Hypericum Perforatum  Exto Seco,,,
1808,Iberis Amara,,,
3962,Ici D1694,,,
3964,"Ici-176,334",,,
3965,"Ici-204,636",,,
3963,Ici-d1033,,,
1816,Icosapento De Etilo,,,
1831,Imelasomeran,,,
1835,Imipenem Monohidrato,,,
1848,"Indio (i111), Oxinato De",,,
1849,"Indio (i111), Pentetato De",,,
3967,Indio 111 Cloruro,,,
1853,Inhibidor De La Alfa-1 Proteinasa,,,
1854,Inhibidor De La C1 Esterasa,,,
1860,Inmunoglobulina Conejo Anti-linfocitos T Humanos,,,
1861,Inmunoglobulina Conejo Antitimocitos Humanos,,,
1862,Inmunoglobulina G Humana,,,
1864,Inmunoglobulina Humana Anti-d,,,
1865,Inmunoglobulina Humana Antihepatitis B,,,
1866,Inmunoglobulina Humana Antirrabica,,,
1867,Inmunoglobulina Humana Antitetanica,,,
1868,Inmunoglobulina Humana Normal,,,
1869,Inmunoglobulina Humana Polivalente,,,
1883,Insulina Isofana,,,
1884,Insulina Isofana Humana Prb,,,
1888,Insulina Soluble Neutra,,,
1889,Insulina Soluble Neutra Humana Prb,,,
1901,Iodoclorohidroxiquina,,,
1902,Iodoclorohidroxiquinoleina,,,
1903,Iodoclorooxiquinoleina,,,
3968,Iodometilnorcolesterol,,,
4040,Ioduro (123i) Sodio,,,
4041,Ioduro (131i) Sodio,,,
1904,Ioflupano 123i,,,
4099,Isoeugenol,,,
1920,Isoleucina,,,
1922,Isonicotinico Acido Hidrazida,,,
1923,Isonicotinilhidrazina,,,
1927,Isopropil Alcohol,,,
1928,Isopropilantipirina,,,
1930,Isopropilico Alcohol,,,
4100,Isoproterenol,,,
1932,Isosorbida Dinitrato,,,
1933,Isosorbida Mononitrato,,,
1949,Juglans Regia,,,
1950,Juglans Regia Tintura Madre,,,
1989,L-alanil-l-glutamina,,,
2004,L-arginina Hidrocloruro,,,
4178,L-ohp,,,
2136,L-tetraiodotironina,,,
1963,Lactato Calcio,,,
1965,Lactato Magnesio,,,
1966,Lactato Sodio,,,
1970,Lactobacillus Acidophilus,,,
1971,Lactobacillus Antibiotico Resistentes,,,
1972,Lactobacillus Biphidus,,,
1973,Lactobacillus Bulgaricus,,,
1974,Lactobacillus Gasseri,,,
1975,Lactobacillus Lactis,,,
1976,Lactobacillus Plantarum,,,
1977,Lactobacillus Plantarum P 17630,,,
1978,Lactobacillus Rhamnosus,,,
1979,Lactobacilos Acidofilos,,,
1980,Lactobionico Acido,,,
1981,Lactobiosa,,,
1982,Lactoflavina,,,
1983,Lactogluconato Calcio,,,
1984,Lactogluconico Acido,,,
1985,Lactona Del Acido Pilocarpinico,,,
1995,Lanolina,,,
1996,"Lanolina, Alcoholes De",,,
2008,Las W-090,,,
2013,Latiazen,,,
2014,Laurel Cerezo,,,
2015,Laurel Cerezo Agua,,,
2018,Laurilsulfoacetato,,,
2019,Laurilsulfoacetato Sodio,,,
2021,Lavanda,,,
2023,Lavandula Angustifolia Mill.,,,
2024,Lavandula Officinalis Chaix,,,
