id,nombre,sinonimos,atc_id,descripcion
3739,Vitamina K1,,,
3740,Vitamina P,,,
3741,Vitamina Pp,,,
3742,Vitex Agnus-castus L.,,,
3743,Vitis Vinifera,,,
3744,Vitis Vinifera Extracto Seco,,,
3745,Vitis Vinifera Hoja Extracto Seco,,,
4228,Vp 16,,,
3761,Xilano Polisulfurico,,,
4203,Xilitol,,,
3762,Xilocaina,,,
3766,Yedra,,,
4221,Ym730,,,
4204,Ytrio Y-90,,,
3769,Ytrio Y-90 Citrato,,,
4008,Ytrio Y-90 Cloruro,,,
4072,Z-d1694,,,
3772,Zanzibarensis,,,
3773,Zea Mays,,,
3777,Zinc Acetato,,,
3778,Zinc Acetato Dihidrato,,,
4010,Zinc Cloruro,,,
3779,Zinc Dibutilditiocarbamato,,,
3780,Zinc Dietilditiocarbamato,,,
3781,Zinc Piritiona,,,
3782,Zinc Piritionato,,,
3783,Zinc Sulfato Heptahidrato,,,
