producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio
38730,ME39775/2,RIFAMIX 200 MG X 10 COMPRIMIDOS RECUBIERTOS,RIFAMIX,Rifaximina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
38731,ME40087,RINARIS 2.5 MG - 30 MG / 5 ML X 10 SOLUCION ORAL,RINARIS,,SOLUCION ORAL,LABORATORIOS FARMA S.A.
38732,HO1370B,SOLUCION DE RINGER LACTATO (SOLUCION DE HARTMANN) INYECTABLE,SOLUCION DE RINGER LACTATO (SOLUCION DE HARTMANN) INYECTABLE,,INYECTABLE,"LABORATORIO BEHRENS, C.A."
38733,ME43791,RINIFLU 2.5 MG / 5 ML JARABE,RINIFLU,Desloratadina,JARABE,"BIOTECH LABORATORIOS, C.A."
38739,ME36375,RISPERID 1 MG X 20 COMPRIMIDOS RECUBIERTOS,RISPERID,Risperidona,COMPRIMIDOS,MEGALABS S.A.
38748,ME44475,ROSUTAN 10 MG X 30 TABLETAS RECUBIERTAS,ROSUTAN,Rosuvastatina,TABLETAS,MACLEODS PHARMACEUTICALS LTD
38763,ME16041,SALBUTAN 100 MCG / DOSIS X 200 SUSPENSION PARA INHALACION ORAL,SALBUTAN,,SUSPENSION ORAL,GLAXO WELLCOME S.A.
38764,ME20265,SARIFAN COMPOSITUM 0.01 G - 0.25 G X 20 TABLETAS RECUBIERTAS,SARIFAN COMPOSITUM,,TABLETAS,C.A. PRODUCTOS RONAVA
38765,ME38854,SAVER 200 MG / 5 ML X 37 POLVO PARA SUSPENSION ORAL,SAVER,Azitromicina,POLVO PARA RECONSTITUCION,"LABORATORIOS ELMOR, S.A."
38775,ME37708,SELENE 100 UI - 70 MCG X 60 CAPSULAS BLANDAS,SELENE,Selenio - Vitamina A,CAPSULAS,"INDUSTRIAS INTERCAPS DE VENEZUELA, C.A."
38779,ME30171/3,SERLINE 50 MG X 30 COMPRIMIDOS,SERLINE,Sertralina,COMPRIMIDOS,MEGALABS S.A.
38799,ME32020,SINUTIL JARABE,SINUTIL JARABE,Acetaminofen - Cafeina,JARABE,"LABORATORIOS VINCENTI, C.A."
38802,ME44367,METFORMINA CLORHIDRATO - SITAGLIPTINA 850 MG - 50 MG X 28 TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO - SITAGLIPTINA,Metformina - Sitagliptina,TABLETAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD"
39366,ME40535,SITAGLIS MET 50 MG - 850 MG COMPRIMIDOS RECUBIERTOS,SITAGLIS MET,Metformina - Sitagliptina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
38809,ME28901,SULFADIAZINA DE PLATA 1 % CREMA,SULFADIAZINA DE PLATA,,CREMA,"LABORATORIOS KIMICEG, C.A."
38810,HO37696,SULFATO DE MAGNESIO 10 % SOLUCION INYECTABLE,SULFATO DE MAGNESIO,Citrato Magnesio,INYECTABLE,EMPRESA LABORATORIOS AICA
38833,ME41156/2,TALYSTO 5 MG X 10 TABLETAS MASTICABLES,TALYSTO,Tadalafilo,TABLETAS,"MANUFACTURERA MUNDIAL FARMACEUTICA M.M.F., C.A."
38834,ME41156/3,TALYSTO 5 MG X 30 TABLETAS MASTICABLES,TALYSTO,Tadalafilo,TABLETAS,"MANUFACTURERA MUNDIAL FARMACEUTICA M.M.F., C.A."
38838,ME18855,TAMOA 250 MG / 5 ML X 6 SUSPENSION,TAMOA,,SUSPENSION ORAL,"BIOTECH LABORATORIOS, C.A."
38841,ME30979,TAMSULON 0.4 MG X 30 CAPSULAS DE LIBERACION CONTROLADA,TAMSULON,,CAPSULAS,"NOVOCAP, S.A."
38842,ME36676/3,TAMSULOSINA HCL 0.4 MG CAPSULAS DE LIBERACION PROGRAMADA X 30 CAPSULAS,TAMSULOSINA HCL,Tamsulosina,CAPSULAS,"ESPECIALIDADES DOLLDER, C.A."
38843,ME36676/2,TAMSULOSINA HCL 0.4 MG CAPSULAS DE LIBERACION PROGRAMADA X 10 CAPSULAS,TAMSULOSINA HCL,Tamsulosina,CAPSULAS,"ESPECIALIDADES DOLLDER, C.A."
38844,ME42589,TAMSULOSINA CLORHIDRATO 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,TAMSULOSINA CLORHIDRATO,Tamsulosina,CAPSULAS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
38845,ME24206,TANTUN 0.1 % SOLUCION DUCHA VAGINAL,TANTUN,,LOCION,"LABORATORIOS ELMOR, S.A."
38852,ME22980,NUELIN 80 MG / 15 ML JARABE,NUELIN,Teofilina,JARABE,"LABORATORIOS VARGAS, S.A."
38853,ME44418/2,TERAGRIPFORTE 650 MG-20 MG-2 MG X 6 GRANULADO PARA SOLUCION ORAL,TERAGRIPFORTE,Acetaminofen - Cafeina - Clorfeniramina,SOLUCION ORAL,LABORATORIOS FARMA S.A.
38854,ME44418/3,TERAGRIPFORTE 650 MG-20 MG-2 MG X 10 GRANULADO PARA SOLUCION ORAL,TERAGRIPFORTE,Acetaminofen - Cafeina - Clorfeniramina,SOLUCION ORAL,LABORATORIOS FARMA S.A.
38855,ME44418/4,TERAGRIPFORTE 650 MG-20 MG-2 MG X 20 GRANULADO PARA SOLUCION ORAL,TERAGRIPFORTE,Acetaminofen - Cafeina - Clorfeniramina,SOLUCION ORAL,LABORATORIOS FARMA S.A.
38861,ME12998,TILODRIN 4 MG / ML SOLUCION ORAL,TILODRIN,,SOLUCION ORAL,LABORATORIOS SIEGFRIED S.A.
38862,ME17508,TILODRIN 30 MG / 15 ML JARABE,TILODRIN,,JARABE,LABORATORIOS SIEGFRIED S.A.
39396,ME28025,TOBRASOL 3 MG / G UNGUENTO OFTALMICO,TOBRASOL,Tobramicina,UNGUENTO,"LABORATORIOS L.O. OFTALMI, C.A."
38880,ME42035,TONERVOL 5 MG X 30 TABLETAS,TONERVOL,,TABLETAS,LABORATORIOS FARMA S.A.
38884,ME40295,TRACEVAL 500 MG - 50 MG X 20 TABLETAS,TRACEVAL,,TABLETAS,"LABORATORIOS VALMOR, C.A."
38889,ME30065,TRAMAL LONG 150 MG X 20 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,TRAMAL LONG,,TABLETAS,TECNANDINA S.A.
38893,ME28553/2,TRIMEBUTINA MALEATO 200 MG X 10 TABLETAS,TRIMEBUTINA MALEATO,,TABLETAS,"LABORATORIO LA SANTE, C.A."
38894,ME28553/3,TRIMEBUTINA MALEATO 200 MG X 30 TABLETAS,TRIMEBUTINA MALEATO,,TABLETAS,"LABORATORIO LA SANTE, C.A."
38910,ME43451,UROSINA 0.4 MG X 30 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,UROSINA,,TABLETAS,RONALD PHARMACEUTICALS PVT. LTD.
38927,ME33646/2,VASATEN HCT 80 MG - 12.5 MG X 10 COMPRIMIDOS RECUBIERTOS,VASATEN HCT,Hidroclorotiazida - Valsartan,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
38928,ME33646/3,VASATEN HCT 80 MG - 12.5 MG X 14 COMPRIMIDOS RECUBIERTOS,VASATEN HCT,Hidroclorotiazida - Valsartan,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
38938,ME40793,VASSLUTEN HCT 300 MG - 12.5 MG TABLETAS,VASSLUTEN HCT,,TABLETAS,"GLOBAL FARMA, S.A."
38954,ME41583,DARLIDE 1.000 UI X 100 CAPSULAS BLANDAS,DARLIDE,Vitamina D3,CAPSULAS,"INDUSTRIAS INTERCAPS DE VENEZUELA, C.A."
38955,ME39856/3,FARMAD 1000 UI X 60 TABLETAS RECUBIERTAS,FARMAD,Vitamina D3,TABLETAS,LABORATORIOS FARMA S.A.
38956,ME39856/4,FARMAD 1000 UI X 100 TABLETAS RECUBIERTAS,FARMAD,Vitamina D3,TABLETAS,LABORATORIOS FARMA S.A.
38957,ME39856/2,FARMAD 1000 UI X 30 TABLETAS RECUBIERTAS,FARMAD,Vitamina D3,TABLETAS,LABORATORIOS FARMA S.A.
39210,ME44388/3,FARMAD 200 UI / GOTA X 30 SOLUCION ORAL,FARMAD,Vitamina D3,GOTAS,LABORATORIOS FARMA S.A.
39211,ME44388/2,FARMAD 200 UI / GOTA X 10 SOLUCION ORAL,FARMAD,Vitamina D3,GOTAS,LABORATORIOS FARMA S.A.
38966,ME23088,CALCIO OSTELIN 175 MG - 60 UI / 5 ML SUSPENSION,CALCIO OSTELIN,Vitamina D3,SUSPENSION ORAL,LABORATORIOS FARMA S.A.
38973,ME27330,VITAMINA E 100 MG X 60 CAPSULAS BLANDAS,VITAMINA E,,CAPSULAS,"INDUSTRIAS INTERCAPS DE VENEZUELA, C.A."
38974,ME36327,HISTAGRIP FORTE X 10 TABLETAS RECUBIERTAS,HISTAGRIP FORTE X,Acetaminofen - Pseudoefedrina,TABLETAS,"CALOX INTERNATIONAL, C.A."
38975,ME9592,VITENOL CREMA,VITENOL CREMA,,CREMA,"LABORATORIOS PONCE, C.A."
38978,ME38380,VIZERUL 150 MG / 10 ML X 10 SOLUCION ORAL,VIZERUL,,SOLUCION ORAL,"ESPECIALIDADES DOLLDER, C.A."
38981,HO33694,VORCUM 200 MG POLVO LIOFILIZADO PARA SOLUCION PARA INFUSION,VORCUM,Voriconazol,INYECTABLE,PHARMACIA & UPJOHN COMPANY LLC.
38983,HO41121/3,XANEXTRA 500 MG / 5 ML X 21 AMPOLLAS,XANEXTRA,Tranexamico Acido,INYECTABLE,SWISS PARENTERALS LTD
38988,ME44211,PRAMIPEXOL 1 MG X 28 TABLETAS,PRAMIPEXOL,Citrato Magnesio - Manitol - Povidona - Pramipexol,TABLETAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD"
38992,ME32695,REDOXON ZINC X 100 COMPRIMIDOS EFERVESCENTES,REDOXON ZINC X,Vitamina C - Zinc,COMPRIMIDOS,"BAYER, S.A."
38993,ME43669/2,VITADYN C ZINC 500 MG - 7.5 MG X 30 CAPSULAS,VITADYN C ZINC,Ascorbico Acido - Zinc Sulfato Heptahidrato,CAPSULAS,"LABORATORIOS L.O. OFTALMI, C.A."
38994,ME43669/3,VITADYN C ZINC 500 MG - 7.5 MG X 60 CAPSULAS,VITADYN C ZINC,Ascorbico Acido - Zinc Sulfato Heptahidrato,CAPSULAS,"LABORATORIOS L.O. OFTALMI, C.A."
38995,ME24576,ZITOXIL 3 % SOLUCION,ZITOXIL,Minoxidil,LOCION,"LABORATORIOS ELMOR, S.A."
39000,ME36302,ZONTRICON 100 MG / 5 ML POLVO PARA SUSPENSION,ZONTRICON,,POLVO PARA RECONSTITUCION,"LABORATORIOS LETI, S.A.V."
39016,ME42715,ACICLOR NANOPHARM 5 % CREMA,ACICLOR NANOPHARM,Aciclovir,CREMA,"LABORATORIOS LETI, S.A.V."
39017,ME37056,ACIDO ACETIL SALICILICO 81 MG X 30 COMPRIMIDOS ENTERICOS,ACIDO ACETIL SALICILICO,Acetilsalicilico Acido,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
39024,HO32565,DEXTROSA AL 5 % EN AGUA DESTILADA SOLUCION INYECTABLE,DEXTROSA AL,,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39367,ME1368,DEXTROSA AL 5 % EN SOLUCION FISIOLOGICA ISOTONICA DE CLORURO DE SODIO I,DEXTROSA AL,,LOCION,"LABORATORIO BEHRENS, C.A."
39026,ME44293,OLOCOF 0.02 % SOLUCION OFTALMICA,OLOCOF,Olopatadina,SOLUCION OFTALMICA,"LABORATORIO COFASA, S.A."
39032,ME34717,ALIPAL FORTE NOCHE 650 MG - 4 MG X 12 CAPSULAS,ALIPAL FORTE NOCHE,Acetaminofen - Clorfeniramina,CAPSULAS,"BIOTECH LABORATORIOS, C.A."
39034,ME41701,ALIVET PLUS COMPRIMIDOS RECUBIERTOS,ALIVET PLUS COMPRIMIDOS RECUBIERTOS,Acetaminofen - Clorfeniramina - Dextrometorfano - Fenilefrina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39037,ME42427,AMLODIPINO 10 MG X 20 COMPRIMIDOS,AMLODIPINO,,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
39040,ME42428,AMLODIPINO 5 MG X 20 COMPRIMIDOS,AMLODIPINO,,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
39039,ME44262,BISOPROLOL FUMARATO - AMLODIPINA 5 MG - 10 MG COMPRIMIDOS,BISOPROLOL FUMARATO - AMLODIPINA,Amlodipino - Bisoprolol,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39042,ME32836/2,AMOVIN 500 MG X 3 TABLETAS RECUBIERTAS,AMOVIN,Azitromicina,TABLETAS,"LABORATORIO COFASA, S.A."
39048,ME43043,AMOXIVALAC 250 MG - 62.5 MG / 5 ML POLVO PARA SUSPENSION ORAL,AMOXIVALAC,Amoxicilina - Clavulanato Potasio,POLVO PARA RECONSTITUCION,"LABORATORIOS VALMOR, C.A."
39049,ME43949,AMOXIVALAC 600 MG – 42.9 MG / 5 ML POLVO PARA SUSPENSION ORAL,AMOXIVALAC,Amoxicilina,POLVO PARA RECONSTITUCION,"LABORATORIOS VALMOR, C.A."
39050,ME42339,AMPROVIL 0.5 MG X 30 CAPSULAS.,AMPROVIL,Dutasterida,CAPSULAS,"LABORATORIOS LETI, S.A.V."
39057,ME41982,ANTAAR HCT 2.5 MG - 6.25 MG X 30 TABLETAS,ANTAAR HCT,Hidroclorotiazida,TABLETAS,"CALOX INTERNATIONAL, C.A."
39075,ME40610,ARESAN HCT 20 MG - 12.5 MG X 10 TABLETAS RECUBIERTAS,ARESAN HCT,Hidroclorotiazida - Olmesartan Medoxomilo,TABLETAS,"BIOTECH LABORATORIOS, C.A."
39076,ME31478,ARTRODAR 50 MG X 30 CAPSULAS,ARTRODAR,Diacereina,CAPSULAS,"LABORATORIOS LETI, S.A.V."
39077,ME41093,ASCAFYL SC 80 MG - 0.4 MG / ML SOLUCION ORAL,ASCAFYL SC,Acetaminofen - Clorfeniramina,SOLUCION ORAL,LABORATORIOS SIEGFRIED S.A.
39078,ME43205,ASPIXAN 81 MG X 100 TABLETAS CON RECUBRIMIENTO ENTERICO,ASPIXAN,Acetilsalicilico Acido,TABLETAS,"BIOTECH LABORATORIOS, C.A."
39089,ME44273,ATROVERAN FORTE 20 MG TABLETAS RECUBIERTAS,ATROVERAN FORTE,,TABLETAS,"LABORATORIOS VARGAS, S.A."
39095,ME16167,BETADERM CON GENTAMICINA 0.1 % - 0.1 % X 1 CREMA,BETADERM CON GENTAMICINA,Betametasona - Gentamicina,CREMA,"BIOTECH LABORATORIOS, C.A."
39097,HO32578,BICARBONATO DE SODIO AL 5 % X 1 AMPOLLA,BICARBONATO DE SODIO AL,,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39100,ME44036,CARIBAN FORTE 20 MG - 20 MG X 20 COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA,CARIBAN FORTE,Doxilamina - Piridoxina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39101,ME44721,BIOTALOL PE 10 MG - 5 MG COMPRIMIDOS RECUBIERTOS,BIOTALOL PE,Bisoprolol - Perindopril,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39103,ME44717,BIOTALOL PE 5 MG - 10 MG COMPRIMIDOS RECUBIERTOS,BIOTALOL PE,Bisoprolol - Perindopril,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39109,ME39033,BISOPROLOL FUMARATO - HIDROCLOROTIZIDA 2.5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,BISOPROLOL FUMARATO - HIDROCLOROTIZIDA,,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39113,HO16263/3,BRAL 500 MG / ML X 100 AMPOLLAS,BRAL,Dipirona,INYECTABLE,"BIOTECH LABORATORIOS, C.A."
39114,HO16263/2,BRAL 500 MG / ML X 20 AMPOLLAS,BRAL,Dipirona,INYECTABLE,"BIOTECH LABORATORIOS, C.A."
39119,ME37021,CALCIO OSTELIN FORTE 300 MG - 200 UI / 5 ML X 30 SUSPENSION,CALCIO OSTELIN FORTE,Vitamina D3,SUSPENSION ORAL,LABORATORIOS FARMA S.A.
39120,ME44634,CAMPAL P 15 MG / ML SUSPENSION ORAL,CAMPAL P,Diclofenaco,SOLUCION ORAL,LABORATORIOS SIEGFRIED S.A.
39126,ME43806,CARBETAL 8 MG X 30 TABLETAS,CARBETAL,Candesartan Cilexetilo,TABLETAS,"LABORATORIO COFASA, S.A."
39127,ME43086,CARICEL 2 MG - 0.02 MG COMPRIMIDOS RECUBIERTOS,CARICEL,Etinilestradiol,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39136,HO33073,CLORHIDRATO DE MORFINA 10 MG / ML X 10 AMPOLLAS,CLORHIDRATO DE MORFINA,,INYECTABLE,"BIOTECH LABORATORIOS, C.A."
39138,HO13532,CIFARCAINA HIPERBARA AL 5 % X 2 AMPOLLAS,CIFARCAINA HIPERBARA AL,,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39145,HO36380,CLINDOX - D 12 MG / ML SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,CLINDOX - D,Clindamicina,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39146,ME34986,GYNO CLOCIM 1 % CREMA VAGINAL,GYNO CLOCIM,Clotrimazol,CREMA,"LABORATORIOS KIMICEG, C.A."
39151,HO32515,CLORURO DE SODIO AL 20 % SOLUCION HIPERTONICA INYECTABLE,CLORURO DE SODIO AL,,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39154,ME44093,COFASUR 160 MG X 30 TABLETAS RECUBIERTAS,COFASUR,Valsartan,TABLETAS,"LABORATORIO COFASA, S.A."
39155,ME44636,COFASUR PLUS 80 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS,COFASUR PLUS,Clortalidona - Valsartan,TABLETAS,"LABORATORIO COFASA, S.A."
39157,HO1278,TIMOGLOBULINA (INMUNOGLOBULINA DE CONEJO ANTITIMOCITOS HUMANOS) 5 MG / ML X 3 AMPOLLAS,TIMOGLOBULINA (INMUNOGLOBULINA DE CONEJO ANTITIMOCITOS HUMANOS),Inmunoglobulina Conejo Antitimocitos Humanos,INYECTABLE,"CALOX INTERNATIONAL, C.A."
39159,ME34030,TERAGRIPFORTE DIA 650 MG - 30 MG X 20 TABLETAS RECUBIERTAS,TERAGRIPFORTE DIA,Acetaminofen - Paracetamol - Pseudoefedrina,TABLETAS,LABORATORIOS FARMA S.A.
39169,ME39525/3,DOL FORTE 500 MG - 65 MG X 10 TABLETAS,DOL FORTE,Acetaminofen - Cafeina,TABLETAS,"CALOX INTERNATIONAL, C.A."
39170,ME39525/2,DOL FORTE 500 MG - 65 MG X 4 TABLETAS,DOL FORTE,Acetaminofen - Cafeina,TABLETAS,"CALOX INTERNATIONAL, C.A."
39173,ME42426,ZARCOT 6 MG X 10 TABLETAS,ZARCOT,Deflazacort,TABLETAS,"CALOX INTERNATIONAL, C.A."
39182,ME31107,DICLOFENAC DIETILAMINO 1.16 % GEL,DICLOFENAC DIETILAMINO,,GEL,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
39194,ME30297,MATIGEL 0.5 % SOLUCION OFTALMICA,MATIGEL,Timolol,SOLUCION OFTALMICA,"LABORATORIOS L.O. OFTALMI, C.A."
39195,ME41759,DOLGRIP X 10 CAPSULAS,DOLGRIP X,Acetaminofen - Cafeina,CAPSULAS,"CALOX INTERNATIONAL, C.A."
39197,ME28504,DUOVENT 0.4 MG - 1 MG AEROSOL,DUOVENT,Bromuro De Ipratropio Monohidratado,INHALACION,"LABORATORIOS L.O. OFTALMI, C.A."
39198,HO32341,DURACAINA HIPERBARA 5 MG - 80 MG / ML X 1 AMPOLLA,DURACAINA HIPERBARA,Bupivacaina,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39209,ME44361,HEXANT 15 MG / 5 ML SOLUCION ORAL SABOR A FRESA,HEXANT,Ambroxol,SOLUCION ORAL,MEGALABS S.A.
39212,ME30812,FARMACAINA 10 % SOLUCION ATOMIZADORA TOPICO BUCAL,FARMACAINA,Lidocaina,SOLUCION TOPICA,LABORATORIOS FARMA S.A.
39214,MI28667,FEM DUCHA VAGINAL,FEM DUCHA VAGINAL,Acetico Acido,INYECTABLE,"BIOTECH LABORATORIOS, C.A."
39221,ME21233,FLODONT EN FILMORASE UNGUENTO BUCAL,FLODONT EN FILMORASE UNGUENTO BUCAL,Bencidamina,UNGUENTO,MEGALABS S.A.
39224,ME11043,FRIXONIL SOLUCION,FRIXONIL SOLUCION,Alcanfor - Mentol - Salicilato Metilo,LOCION,"LABORATORIOS VINCENTI, C.A."
39228,ME43741,GEMKAST 10 MG X 30 TABLETAS RECUBIERTAS,GEMKAST,Montelukast,TABLETAS,"GEMA LABS, C.A."
39234,ME44761,GLICILAX 1.72 G SUPOSITORIOS,GLICILAX,Glicerina,SUPOSITORIOS,"COMERCIALIZADORA TIARES, C.A."
39235,ME44763,GLICILAX 0.86 G SUPOSITORIOS,GLICILAX,Glicerina,SUPOSITORIOS,"COMERCIALIZADORA TIARES, C.A."
39238,HO32556,GLUCONATO DE CALCIO AL 10 % SOLUCION INYECTABLE,GLUCONATO DE CALCIO AL,,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39242,ME27231,GYNOVIT SOLUCION DUCHA VAGINAL,GYNOVIT SOLUCION DUCHA VAGINAL,Acetico Acido,LOCION,"LABORATORIOS VARGAS, S.A."
39244,ME15830,HEXOMEDINE 1 MG - 0.5 MG / ML COLUTORIO AEROSOL,HEXOMEDINE,Lidocaina,INHALACION,"CALOX INTERNATIONAL, C.A."
39254,ME34966,IBUCAF 200 MG - 30 MG X 10 TABLETAS,IBUCAF,Cafeina - Ibuprofeno,TABLETAS,"CALOX INTERNATIONAL, C.A."
39260,ME43610,IRGEM 150 MG X 30 TABLETAS,IRGEM,Irbesartan,TABLETAS,"GEMA LABS, C.A."
39265,ME33620,IVAGAN FORTE X 100 TABLETAS RECUBIERTAS,IVAGAN FORTE X,Acetaminofen - Cafeina,TABLETAS,"BIOTECH LABORATORIOS, C.A."
39274,ME42263,KLINCOSAL 262 MG - 500 MG / 15 ML SUSPENSION ORAL SABOR A FRESA,KLINCOSAL,,SOLUCION ORAL,MEGALABS S.A.
39275,ME42264,KLINCOSAL 262 MG - 500 MG / 15 ML SUSPENSION ORAL SABOR A UVA,KLINCOSAL,,SOLUCION ORAL,MEGALABS S.A.
39285,HO36034,LEVOTEC 5 MG / ML SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,LEVOTEC,Levofloxacino,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39286,ME43371,LOBEDRIN 6 MG / ML SOLUCION ORAL,LOBEDRIN,Levodropropizina,SOLUCION ORAL,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
39303,ME44313,MIDOL 500 MG X 10 TABLETAS,MIDOL,Acetaminofen,TABLETAS,"GEMA LABS, C.A."
39304,ME44314,MIDOL FORTE 650 MG X 10 TABLETAS,MIDOL FORTE,Acetaminofen,TABLETAS,"GEMA LABS, C.A."
39307,ME21495,MODERAN 10.1 G / 15 ML SOLUCION ORAL,MODERAN,Lactulosa,SOLUCION ORAL,"LABORATORIOS VARGAS, S.A."
39312,ME30661,DYFRIN 5 % - 0.5 % SOLUCION OFTALMICA,DYFRIN,Tropicamida,SOLUCION OFTALMICA,"LABORATORIOS L.O. OFTALMI, C.A."
39315,ME42653,NEBLUM 50 MG X 30 TABLETAS RECUBIERTAS,NEBLUM,Sacubitrilo - Valsartan,TABLETAS,LABORATORIOS FARMA S.A.
39318,ME42160,NEUROMIX COMPRIMIDOS RECUBIERTOS,NEUROMIX COMPRIMIDOS RECUBIERTOS,Cianocobalamina - Piridoxina - Tiamina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39320,ME37950,NOVACODIN 50 MG / 5 ML SOLUCION ORAL,NOVACODIN,Guaifenesina,SOLUCION ORAL,"LABORATORIOS VARGAS, S.A."
39323,ME40510,OLMESARTAN MEDOXOMIL - HIDROCLOROTIAZIDA 40 MG - 12.5 MG COMPRIMIDOS RECUBIERTOS,OLMESARTAN MEDOXOMIL - HIDROCLOROTIAZIDA,Hidroclorotiazida,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39331,ME41671,ORALZINC SALES DE REHIDRATACION POLVO PARA SOLUCION ORAL SABOR A MANDARINA,ORALZINC SALES DE REHIDRATACION POLVO PARA SOLUCION ORAL SABOR A MANDARINA,Zinc Sulfato Heptahidrato,POLVO PARA RECONSTITUCION,"LABORATORIOS VARGAS, S.A."
39337,ME23662,MAXICORT SUSPENSION OFTALMICA,MAXICORT SUSPENSION OFTALMICA,Dexametasona - Polimixina B,SUSPENSION ORAL,"LABORATORIOS L.O. OFTALMI, C.A."
39341,ME21271,PINVEX 5 % - 1 % SOLUCION,PINVEX,Salicilico Acido,LOCION,"LABORATORIO COFASA, S.A."
39344,ME24456,CARNITENE 1 G / 10 ML SOLUCION ORAL,CARNITENE,,SOLUCION ORAL,"LABORATORIOS ELMOR, S.A."
39349,ME40285,RAMIPRES HCT 2.5 MG - 12.5 MG COMPRIMIDOS,RAMIPRES HCT,Hidroclorotiazida - Ramipril,COMPRIMIDOS,MEGALABS S.A.
39350,ME34879,REFLUXYL 0.400 G - 0.375 G / 15 ML SUSPENSION ORAL,REFLUXYL,Alginato Sodio,SUSPENSION ORAL,"LABORATORIOS VARGAS, S.A."
39352,ME42185,REHIDROSOL 45 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A FRAMBUESA,REHIDROSOL,,SOLUCION ORAL,"LABORATORIO BEHRENS, C.A."
39353,ME42037,REHIDROSOL 45 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A UVA,REHIDROSOL,Dextrosa,SOLUCION ORAL,"LABORATORIO BEHRENS, C.A."
39354,ME42186,REHIDROSOL 60 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A MANZANA,REHIDROSOL,,SOLUCION ORAL,"LABORATORIO BEHRENS, C.A."
39356,HO32579,SOLUCION RINGER LACTATO (SOLUCION HARTMAN) INYECTABLE,SOLUCION RINGER LACTATO (SOLUCION HARTMAN) INYECTABLE,,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39359,ME27689,SALBUROL 0.5 % SOLUCION PARA INHALACION,SALBUROL,Salbutamol,INHALACION,"LABORATORIOS VALMOR, C.A."
39365,ME43701,SITALUX 100 MG X 30 TABLETAS RECUBIERTAS,SITALUX,Sitagliptina,TABLETAS,INVERSIONES ANGELUS HEALTH C.A.
39368,ME40123,STAMYLFORTE 300 MG - 100 MG X 20 TABLETAS RECUBIERTAS,STAMYLFORTE,Pancreatina - Simeticona,TABLETAS,LABORATORIOS FARMA S.A.
39384,ME44195/2,TARVINA 20 MG X 10 TABLETAS RECUBIERTAS,TARVINA,Atorvastatina,TABLETAS,"GEMA LABS, C.A."
39385,ME44195/3,TARVINA 20 MG X 30 TABLETAS RECUBIERTAS,TARVINA,Atorvastatina,TABLETAS,"GEMA LABS, C.A."
39386,ME44196,TARVINA 40 MG X 10 TABLETAS RECUBIERTAS,TARVINA,Atorvastatina,TABLETAS,"GEMA LABS, C.A."
39388,ME44419/3,TERAGRIPFORTE NOCHE 650 MG-4 MG X 6 GRANULADO PARA SOLUCION ORAL,TERAGRIPFORTE NOCHE,Acetaminofen - Clorfeniramina,GRANULADOS,LABORATORIOS FARMA S.A.
