id,sku,nombre_comercial,foto_url
38867,ME39852,TIOCOL 8 MG X 10 TABLETAS RECUBIERTAS,
38877,ME24679,TOBRASOL 0.3 % SOLUCION OFTALMICA,
38878,ME33963,TODENAC 0.3 % - 0.1 % SOLUCION OFTALMICA,
38879,ME14318,TOLNAFTAN 1 % SOLUCION,
38881,ME34754,TONUM 1 MG / ML SUSPENSION ORAL,
38882,ME34350,TONUM 10 MG X 30 TABLETAS,
38883,ME41710,TORIVAS 50 MG X 30 TABLETAS RECUBIERTAS,
38885,ME40448,TRACEVAL 325 MG - 37.5 MG X 20 TABLETAS RECUBIERTAS,
38886,ME42277,TRACTIL FORTE 8 MG X 10 COMPRIMIDOS,
38887,ME20834,TRACTIL 4 MG X 12 COMPRIMIDOS,
38888,ME44131,TRALIX 50 MG X 30 TABLETAS,
38891,ME43933,TRICOX 60 MG X 14 TABLETAS RECUBIERTAS,
38892,ME43627,TRIMBUTOP 200 MG X 10 COMPRIMIDOS,
38897,ME23718,TRIPUR 80 MG - 400 MG X 20 COMPRIMIDOS,
38898,ME22572,TRITTICO 100 MG X 30 TABLETAS,
38899,ME22699,TRITTICO 50 MG X 30 TABLETAS,
38900,ME25349,ULCENOL 20 MG X 10 TABLETAS,
38901,ME25348,ULCENOL 40 MG X 20 TABLETAS,
38902,ME25477,ULCON 1 G X 20 TABLETAS,
38903,ME43430,ULCRAF 1 G / 5 ML SUSPENSION ORAL,
38904,ME36772/2,ULGARIN 20 MG X 16 CAPSULAS,
38905,ME36772/3,ULGARIN 20 MG X 28 CAPSULAS,
38906,ME36645/2,ULGARIN 40 MG X 16 CAPSULAS,
38907,ME36645/3,ULGARIN 40 MG X 32 CAPSULAS,
38908,ME43344,ULTAMYN 750 MG X 10 TABLETAS RECUBIERTAS,
38909,ME43520,URODUTAN 200 MG X 10 TABLETAS RECUBIERTAS,
38911,ME38639,VALACICLOVIR 500 MG X 10 TABLETAS RECUBIERTAS,
38934,ME43273/3,VASPITOR 20 MG X 30 COMPRIMIDOS RECUBIERTOS,
38935,ME43273/2,VASPITOR 20 MG X 10 COMPRIMIDOS RECUBIERTOS,
38936,ME43342/3,VASPITOR 40 MG X 30 COMPRIMIDOS RECUBIERTOS,
38937,ME43342/2,VASPITOR 40 MG X 10 COMPRIMIDOS RECUBIERTOS,
38939,ME40580,VASSLUTEN HCT 150 MG - 12.5 MG TABLETAS,
38940,ME43211/2,VECTUS 20 MG X 1 TABLETA RECUBIERTA,
38941,ME43211/3,VECTUS 20 MG X 2 TABLETAS RECUBIERTAS,
38942,ME43394/2,VECTUS 5 MG X 10 TABLETAS RECUBIERTAS,
38943,ME43394/3,VECTUS 5 MG X 20 TABLETAS RECUBIERTAS,
38944,ME43394/4,VECTUS 5 MG X 30 TABLETAS RECUBIERTAS,
38947,ME35075,VESTAX 650 MG X 10 TABLETAS,
38948,ME32103,VIAJESAN 50 MG X 10 TABLETAS RECUBIERTAS,
38949,ME32610/3,VIASEK 50 MG X 2 COMPRIMIDOS RECUBIERTOS,
38950,ME32610/2,VIASEK 50 MG X 1 COMPRIMIDO RECUBIERTO,
38951,ME32611,VIGRASOL 50 MG X 1 COMPRIMIDO RECUBIERTO,
38953,ME37137,VIROSUPRIL 5 % CREMA,
38971,ME31004/2,VITADYN C 500 MG TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 10 TABLETAS,
38972,ME31004/3,VITADYN C 500 MG TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 30 TABLETAS,
39409,ME31438,VITADYN C 1 G COMPRIMIDOS EFERVESCENTES SABOR A GRAPEFRUIT X 10 COMPRIMIDOS,
39410,ME31002,VITADYN C 500 MG X 30 TABLETAS MASTICABLES SABOR A FRESA,
38976,ME30487/2,VIZERUL 75 MG X 10 COMPRIMIDOS RECUBIERTOS,
38977,ME30487/3,VIZERUL 75 MG X 20 COMPRIMIDOS RECUBIERTOS,
39601,ME24761,VIZERUL 300 MG X 10 COMPRIMIDOS,
38979,HO42691,VOLCOFEN 75 MG / 3 ML X 1 AMPOLLA,
38980,ME44590,VONAU FLASH 4 MG TABLETAS DE DESINTEGRACION ORAL X 10 TABLETAS,
38984,ME43896,XAROX 10 MG X 30 TABLETAS RECUBIERTAS.,
38985,ME43897,XAROX 15 MG X 30 TABLETAS RECUBIERTAS,
38986,ME43895,XAROX 20 MG X 30 TABLETAS RECUBIERTAS,
38987,ME37761,XEROGRAX 120 MG X 60 CAPSULAS,
38989,ME43770,YONALIN 4 MG / ML SOLUCION ORAL GOTAS,
38990,ME33445,ZALDIAR 37.5 MG - 325 MG X 20 COMPRIMIDOS RECUBIERTOS,
38991,ME43300,ZILDON 10 MG X 30 TABLETAS RECUBIERTAS,
38996,ME33820/2,ZOLPIDEX 10 MG X 10 COMPRIMIDOS RECUBIERTOS,
38997,ME33820/3,ZOLPIDEX 10 MG X 20 COMPRIMIDOS RECUBIERTOS,
38998,ME39051,ZONIUM 20 MG X 14 CAPSULAS CON MICROGRANULOS ENTERICOS,
38999,ME39050,ZONIUM 40 MG X 14 CAPSULAS CON MICROGRANULOS ENTERICOS,
39002,ME33888/2,ZOST 50 MG X 1 COMPRIMIDO,
39003,ME33888/3,ZOST 50 MG X 2 COMPRIMIDOS,
39004,ME33888/4,ZOST 50 MG X 4 COMPRIMIDOS,
39005,ME37539,ZUDENINA 0.1 % CREMA,
39006,ME25566,ZYRTEC 10 MG X 20 COMPRIMIDOS RECUBIERTOS,
39025,ME43679,AIREX 0.05 % SOLUCION NASAL,
39033,ME32123,ALIVETNOC 500 MG - 3 MG GRANULADO SABOR LIMON - MIEL,
39043,ME32836/3,AMOVIN 500 MG X 6 TABLETAS RECUBIERTAS,
39052,ME42104,ANGRIP FORTE DIA 650 MG - 2 MG - 20 MG COMPRIMIDOS RECUBIERTOS,
39053,ME42001,ANGRIP FORTE NOCHE 650 MG - 4 MG COMPRIMIDOS RECUBIERTOS,
39060,ME33576,ANTILAX 2 MG X 10 TABLETAS,
39074,ME31091,ARBIXIL 7.5 MG - 5 MCG / ML SOLUCION ORAL,
39081,ME33009,ATAMEL PLUS 500 MG - 32 MG X 10 TABLETAS,
39091,MI19054,AZUTAN 0.15 % COLUTORIO,
39094,ME40374,BETADERM 0.05 % CREMA,
39102,ME43579,BIOTALOL HCT 2.5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,
39443,ME43578,BIOTALOL HCT 10 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,
39104,ME41847,BIPROLIL 2.5 MG COMPRIMIDOS RECUBIERTOS,
39112,ME37009,BONAMES 150 MG X 1 TABLETA RECUBIERTA,
39125,ME43807,CARBETAL 16 MG X 30 TABLETAS,
39160,ME35719,CORENTEL H 10 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,
39161,ME35718,CORENTEL H 5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,
39171,ME42243,DAYZOL 600 MG - 4 MG COMPRIMIDOS RECUBIERTOS,
39225,MI8381,FURFURIL 0.2 % APOSITO SOLUBLE,
39229,ME43742/2,GEMKAST 4 MG X 10 TABLETAS MASTICABLES,
39230,ME43742/3,GEMKAST 4 MG X 30 TABLETAS MASTICABLES,
39231,ME43743/3,GEMKAST 5 MG X 30 TABLETAS MASTICABLES,
39232,ME43743/2,GEMKAST 5 MG X 10 TABLETAS MASTICABLES,
39233,ME44127,GENCICOF 0.15 % - 0.15 % SOLUCION TOPICA BUCAL,
39239,ME42452,GLUTAPTIN MET 50 MG - 500 MG X 30 TABLETAS RECUBIERTAS,
39261,ME43609/2,IRGEM 300 MG X 10 TABLETAS,
39262,ME43609/3,IRGEM 300 MG X 30 TABLETAS,
39263,ME43668,IRGEM PLUS 300 MG - 12.5 MG X 30 TABLETAS,
39264,ME39925,ISOSPRAY PLUS 0.15 % - 0.25 % SOLUCION,
39273,ME40973,KLINCOSAL 262 MG - 100 MG X 30 TABLETAS MASTICABLES SABOR A UVA,
39276,ME43612,LAGEMIN 25 MG X 30 TABLETAS DISPERSABLES,
39277,ME43611/3,LAGEMIN 50 MG X 30 TABLETAS DISPERSABLES,
39278,ME43611/2,LAGEMIN 50 MG X 10 TABLETAS DISPERSABLES,
39279,ME43637/2,LAGEMIN 100 MG X 10 TABLETAS DISPERSABLES,
39280,ME43637/3,LAGEMIN 100 MG X 30 TABLETAS DISPERSABLES,
39281,ME6400,LANOLZINC 15 % - 11 % POMADA,
39282,ME23146,LASIX 20 MG COMPRIMIDOS,
39283,ME40013,LECART 1 G / 10 ML SOLUCION ORAL,
39305,ME33482,MIGRADORIXINA 125 MG - 1 MG COMPRIMIDOS RECUBIERTOS,
39306,ME33823,MISELLIM 10 MG COMPRIMIDOS RECUBIERTOS,
39311,ME43662,OTOCORT 1 MG - 5 MG - 5000 UI / ML SUSPENSION OTICA,
39321,ME42484,NOXPIRIN 125 MG - 0.5 MG / 5 ML SOLUCION ORAL,
39322,ME42453,NOXPIRIN 325 MG - 1.25 MG / 5 ML SOLUCION ORAL,
39333,ME5708,OTAN 0.1 % - 4.0 % SOLUCION OTICA,
39392,ME38822,TERBINAFINA 1 % CREMA,
39398,ME43779/2,VALGEM PLUS 160 MG-12.5 MG X 10 TABLETAS RECUBIERTAS,
39399,ME43779/3,VALGEM PLUS 160 MG-12.5 MG X 30 TABLETAS RECUBIERTAS,
39421,ME43324,ALILUB 1.4 % SOLUCION OFTALMICA,
39425,ME41681,ANAPIR 400 MG X 10 CAPSULAS BLANDAS,
39428,ME43632,APIRETFLU 24 HORAS X 6 GRANULADO,
39429,ME38633,APRIX 125 MG X 10 CAPSULAS BLANDAS,
39432,ME44038,ASPIANDEX 81 MG X 30 TABLETAS CON RECUBRIMIENTO ENTERICO,
39436,ME43792,AVOST 0.004 % SOLUCION OFTALMICA,
39438,ME42975,BEDEX 0.15 % SOLUCION TOPICA BUCAL,
39442,ME43492,BIRGIT PLUS 50 MG - 850 MG X 30 COMPRIMIDOS RECUBIERTOS,
39444,ME42416,BLOKXA 20 MG X 28 TABLETAS RECUBIERTAS,
39445,ME32078,BONAC 4 % GEL USO TOPICO,
39446,ME40814,BRIMOPRESS 0.2 % SOLUCION OFTALMICA,
39447,ME32168,BRIXIA 0.0 5 % SOLUCION OFTALMICA,
39451,ME36249,GYNOTRAN 15 %-4 % CREMA VAGINAL,
39456,ME18142,NASIN 0.05 % SOLUCION NASAL,
39463,ME32823,COMENTER 30 MG X 30 COMPRIMIDOS RECUBIERTOS,
39467,ME33257,CYNT 20 MG X 20 COMPRIMIDOS RECUBIERTOS,
39468,ME33255,CYNT 40 MG COMPRIMIDOS RECIBIERTOS X 10 COMPRIMIDOS,
39470,ME43822,DAVINTEX 60 MG X 10 COMPRIMIDOS RECUBIERTOS,
39473,ME24511,DENCORUB GEL,
39476,ME39603/3,DESLER M 5 MG - 10 MG X 30 TABLETAS RECUBIERTAS,
39477,ME39603/2,DESLER M 5 MG - 10 MG X 10 TABLETAS RECUBIERTAS,
39493,ME43652,DOPRIL 3 MG / ML SOLUCION ORAL,
39494,ME39862,DROPIL 100 MG X 40 COMPRIMIDOS RECUBIERTOS,
39495,ME39861,DROPIL 200 MG X 40 COMPRIMIDOS RECUBIERTOS,
39502,ME35246/2,EVIGAX 125 MG X 10 CAPSULAS BLANDAS,
39503,ME35246/3,EVIGAX 125 MG X 20 CAPSULAS BLANDAS,
39505,ME42994,EZENTIUS 20 MG X 20 COMPRIMIDOS RECUBIERTOS,
39507,ME31488,DOLOGINEX 125 MG - 10 MG X 10 COMPRIMIDOS RECUBIERTOS,
39508,ME39967,FLATVIN 125 MG X 10 CAPSULAS BLANDAS,
39509,ME44069,FLEVOMAX - D 600 MG X 15 COMPRIMIDOS RECUBIERTOS,
39516,ME31955,GLAUCOTENSIL T 2 % - 0.5 % SOLUCION OFTALMICA,
39518,ME43923,GLIDEX 500 MG X 30 TABLETAS RECUBIERTAS,
39519,ME43924,GLIDEX 850 MG X 30 TABLETAS RECUBIERTAS,
39525,ME44135,IBUFEN 800 MG X 6 COMPRIMIDOS RECUBIERTOS,
39526,ME43580,IMOL 20 MG X 30 COMPRIMIDOS RECUBIERTOS,
39527,ME21014,ITISONA 0.1 % CREMA,
39533,ME28267,KETOMED 2 % CHAMPU,
39534,ME33435,KATIVIL 1 G / 10 ML X 60 SOLUCION ORAL,
39539,ME42025,MANTIXA 2.5 MG X 30 COMPRIMIDOS RECUBIERTOS,
39544,ME38201,MOMEQ 0.1 % CREMA,
39560,ME34819,OPAT 0.1 % SOLUCION OFTALMICA,
39563,ME44522,PEPSADEL 262 MG X 12 TABLETAS MASTICABLES,
39568,ME43545,PROFLOX 1 G / 5 ML SUSPENSION ORAL,
39570,ME44237,RESECAL 10 MG X 10 POLVO PARA SUSPENSION ORAL,
39572,ME43643,RIVAREX 10 MG X 30 COMPRIMIDOS RECUBIERTOS,
39574,ME44529,SACUMIC 50 MG X 30 COMPRIMIDOS RECUBIERTOS,
39577,ME30785,SILVEDERMA 1 % CREMA,
39579,ME43556/2,SINMEGAS 125 MG X 20 CAPSULAS BLANDAS,
39580,ME43556/3,SINMEGAS 125 MG X 30 CAPSULAS BLANDAS,
39588,ME43947,TALFIDEX 20 MG X 2 TABLETAS RECUBIERTAS,
39589,ME43499,TALYSTOR 20 MG X 1 TABLETA MASTICABLE,
39591,ME26140,TAXUS 20 MG X 30 COMPRIMIDOS,
39592,ME34224,TERBICRYM 1 % CREMA,
39594,ME43863,TOMYCIN 0.3 % SOLUCION OFTALMICA,
39595,ME44362,TOPISEPT 2 % CREMA TOPICA,
39596,ME44676,TRUSOMIDA 2 % SOLUCION OFTALMICA,
39597,ME39978,UDOX 75 MG X 10 CAPSULAS,
39599,ME42255,VAXIDUO 100 MG - 400 MG X 7 OVULOS VAGINALES,
39604,ME43206,ZOCLONAX 7.5 MG X 10 TABLETAS RECUBIERTAS,
37304,ME44030,ACIDO VALPROICO 250 MG / 5 ML JARABE,
37365,ME23174/4,VALPRON 500 MG X 60 TABLETAS,
37380,ME33783/2,AIRON 10 MG X 10 TABLETAS RECUBIERTAS,
37408,ME33085/3,ALSART 160 MG X 30 CAPSULAS,
37417,ME37587,AMBROXOL CLORHIDRATO - LORATADINA 30 MG - 5 MG / 5 ML JARABE,
39038,ME40042,AMLODIPINA - VALSARTAN 10 MG - 160 MG COMPRIMIDOS RECUBIERTOS,
37461,ME24592/2,ANASMOL 5 MG X 10 COMPRIMIDOS,
39058,ME36411,ANTIFOM 125 MG X 10 TABLETAS MASTICABLES,
39059,ME18498,ANTIFOM 80 MG / ML SUSPENSION ORAL,
37572,ME42631,BETAMETASONA - GENTAMICINA - CLOTRIMAZOL 0.5 MG - 1 MG - 10 MG CREMA,
37602,ME42224/2,BRASARTAN CTDN 80 MG - 12.5 MG X 10 TABLETAS RECUBIERTAS,
39116,ME42373,BRASARTAN CTDN 160 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS,
39117,ME40193,BROLAT 5 MG - 30 MG / 5 ML X 10 SOLUCION ORAL,
37618,ME44085,BROMURO DE IPRATROPIO 20 MCG / DOSIS SOLUCION PARA INHALACION ORAL,
37622,ME36416,BRUGESIC FORTE 200 MG / 5 ML X 10 SUSPENSION ORAL,
37635,ME23141,BUTILAMINA COMPUESTA 10 MG - 250 MG X 20 TABLETAS RECUBIERTAS,
37654,ME37346/3,CANDER 8 MG X 30 TABLETAS,
37667,ME43828,CANTIP 8 MG X 30 COMPRIMIDOS,
37690,ME33806,CARVEDIL 6.25 MG X 30 TABLETAS RECUBIERTAS,
37789,ME33200,CLONATRIL 0.5 MG X 30 COMPRIMIDOS,
37797,HO23370,CLONIPRES 0.150 MG / ML X 3 AMPOLLAS,
39164,ME31744,COVENTROL 12.5 MG COMPRIMIDOS,
37867,ME21267/2,DECOBEL 0.5 MG X 10 TABLETAS,
37896,ME43543,MONTELUKAST - DESLORATADINA 10 MG - 5 MG X 10 TABLETAS RECUBIERTAS,
37938,ME29117/2,DIFEN X 10 TABLETAS RECUBIERTAS,
37939,ME29117/3,DIFEN X 20 TABLETAS RECUBIERTAS,
37946,ME34580,DIKLASON 1.8 MG / ML SUSPENSION ORAL,
39191,ME27471,DIKLASON 50 MG COMPRIMIDOS RECUBIERTOS,
39192,HO36449,DIKLASON 75 MG / 3 ML X 1 AMPOLLA,
37949,ME42159,DILUXEN 60 MG X 20 TABLETAS,
38946,ME43348/2,DIOSMINA - HESPERIDINA 450 MG - 50 MG X 10 CAPSULAS BLANDAS,
37965,ME26655/3,DOL X 10 TABLETAS RECUBIERTAS,
37966,ME26655/4,DOL X 20 TABLETAS RECUBIERTAS,
37983,ME32119/3,DORIXINA FLEX 125 MG - 5 MG X 10 COMPRIMIDOS RECUBIERTOS,
38071,ME39949,FEMMEXTRA 200 MG - 10 MG X 10 CAPSULAS,
38084,ME14878,FERROCE 300 MG - 50 MG X 30 TABLETAS ENTERICAS,
38085,ME13615,FERROCE CON B12 JARABE,
38089,ME36180,FEXOFENADINA CLORHIDRATO 120 MG X 10 TABLETAS RECUBIERTAS,
38098,ME39597/3,FITEX 5 MG X 30 TABLETAS,
38131,ME44703,TIMOLOL - DORZOLAMIDA 0.5 % - 2 % X 28 SOLUCION OFTALMICA,
38267,ME35154/3,KAPET 75 MG X 30 TABLETAS RECUBIERTAS,
38282,ME43274,CLINDAMICINA - KETOCONAZOL 100 MG - 400 MG OVULOS VAGINALES,
38315,ME352,LECHE DE MAGNESIA 8.5 % SUSPENSION SABOR ORIGINAL,
38316,ME30537,ARAVA 20 MG X 30 TABLETAS RECUBIERTAS,
38389,ME43383,LORATADINA - AMBROXOL CLORHIDRATO 5 MG - 30 MG X 10 TABLETAS,
38394,ME27541,LOREX 1 MG / ML JARABE,
38445,ME537,MENTOL DAVIS UNGUENTO,
38573,ME36695,NORMIX 200 MG X 12 TABLETAS RECUBIERTAS,
38673,HO31052/3,PLIDAN COMPUESTO 15 MG / 2 ML - 100 MG / 2 ML X 2 AMPOLLAS,
39351,ME39374,REGULIP 10 MG X 30 TABLETAS,
39571,ME42149,RIFAMIX 550 MG X 10 COMPRIMIDOS RECUBIERTOS,
38757,ME37202,ROWELUK 10 MG X 10 COMPRIMIDOS RECUBIERTOS,
38805,HO33901,SOMAZINA 1000 MG / 4 ML X 5 AMPOLLAS,
39378,ME18961,TACHIPIRIN 100 MG / ML SOLUCION ORAL,
39380,ME19288,TACHIPIRIN 500 MG X 20 TABLETAS,
38840,ME42467/2,TAMOSTIN 0.4 MG X 20 CAPSULAS DE LIBERACION PROLONGADA,
38846,ME2955,TAPAZOL 5 MG X 60 TABLETAS,
38847,ME36643/2,TEKRON 200 MG X 10 COMPRIMIDOS RECUBIERTOS,
38850,ME28561/2,TENSOMAX 30 MG X 10 CAPSULAS DE LIBERACION PROLONGADA,
39387,ME28562,TENSOMAX 60 MG X 10 CAPSULAS DE LIBERACION PROLONGADA,
38874,ME37625,TIOCOLFEN 600 MG - 4 MG X 10 TABLETAS RECUBIERTAS,
38890,ME23882,TRAMAL 100 MG / ML SOLUCION ORAL,
38968,ME32842/2,VITAMINA E 400 UI X 30 CAPSULAS BLANDAS,
38969,ME32842/3,VITAMINA E 400 UI X 50 CAPSULAS BLANDAS,
38982,HO41121/2,XANEXTRA 500 MG / 5 ML X 1 AMPOLLA,
39031,ME37677,SECNIDAZOL - ITRACONAZOL 166.66 MG - 33.33 MG X 12 CAPSULAS,
39072,ME28426,ARBIXIL 15 MG - 10 MCG / 5 ML JARABE,
39073,ME28401,ARBIXIL 7.5 MG - 5 MCG / 5 ML JARABE,
39093,ME19402,BALSADER POMADA,
39189,ME38307,DIFEN PLUS X 10 TABLETAS,
39215,ME42352,FEMIZOL 750 MG - 200 MG OVULOS.,
39272,ME36355,KETOROLAC 10 MG COMPRIMIDOS,
39293,ME42469,ROWELUK PLUS 5 MG - 2.5 MG X 10 COMPRIMIDOS MASTICABLES,
39314,ME40982,NAPROXENO SODICO 275 MG COMPRIMIDOS RECUBIERTOS,
39332,ME42182,OROFENO 150 MG COMPRIMIDOS DE LIBERACION CONTROLADA,
39357,ME32233,RINOLAST D 30 MG - 30 MG / 5 ML SUSPENSION ORAL,
39377,ME43593,TACHIGRIP FORTE X 6 POLVO PARA SOLUCION ORAL,
39381,ME35671,TACHIPIRIN FORTE 160 MG / 5 ML SUSPENSION ORAL,
39406,ME37749,VALSARTAN CON HIDROCLOROTIAZIDA 80 MG - 12.5 MG COMPRIMIDOS,
39435,ME37481,ATOVAROL 20 MG X 30 CAPSULAS BLANDAS,
39465,ME36834,CROMUS 0.1 % UNGUENTO,
39482,MI37540,DICLOFENAC DIETILAMINA 1.16 % EMULGEL,
39498,ME43797,ELMETACIN-IND 1 % SOLUCION TOPICA,
39514,ME43614,GESTAGENO 100 MG CAPSULAS DE GELATINA BLANDA X 10 CAPSULAS,
39515,ME43613,GESTAGENO 200 MG CAPSULAS DE GELATINA BLANDA X 10 CAPSULAS,
39585,ME43518,SYNARTROS 60 MG X 10 TABLETAS RECUBIERTAS,
39603,ME42702,REHIDROSOL ZINC 60 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A MANZANA X 30 SOLUCION ORAL,
