producto_id,nombre,sku,fuente,principio_activo,molecula_enlazada,ref_id,atc_id
38088,FEXOFENADINA CLORHIDRATO 180 MG X 10 TABLETAS RECUBIERTAS,ME36163,INHRR,FEXOFENADINA CLORHIDRATO,Fexofenadina,1448,6268
38090,FEXORAT 30 MG / 5 ML SUSPENSION ORAL,ME41359,INHRR,FEXOFENADINA CLORHIDRATO,Fexofenadina,1448,6268
38101,GENLET 200 MG X 10 COMPRIMIDOS RECUBIERTOS,ME40011/2,INHRR,FLAVOXATO CLORHIDRATO,Flavoxato,1461,2969
38102,FLAVOXATO 200 MG X 20 COMPRIMIDOS RECUBIERTOS,ME40011/3,INHRR,FLAVOXATO CLORHIDRATO,Flavoxato,1461,2969
38103,FLAVOXATO 200 MG X 30 TABLETAS RECUBIERTAS,ME44088,INHRR,FLAVOXATO CLORHIDRATO,Flavoxato,1461,2969
38104,FLAVOXATO CLORHIDRATO 200 MG X 10 TABLETAS RECUBIERTAS,ME41029,INHRR,FLAVOXATO CLORHIDRATO,Flavoxato,1461,2969
38105,FLEMIBAR 20 MG - 2500 MG / 5 ML X 3 AMPOLLAS,HO24421,INHRR,N-BUTILBROMURO DE HIOSCINA,Ambroxol,181,5950
38106,FLEMIBAR 10 MG - 250 MG X 10 COMPRIMIDOS RECUBIERTOS,ME24420,INHRR,METAMIZOL SODICO,Metamizol,2271,5041
38107,FLENOX 15 MG / 5 ML SOLUCION ORAL,ME38680,INHRR,AMBROXOL CLORHIDRATO,Ambroxol,181,5950
38131,TIMOLOL - DORZOLAMIDA 0.5 % - 2 % X 28 SOLUCION OFTALMICA,ME44703,INHRR,DORZOLAMIDA CLORHIDRATO - TIMOLOL MALEATO,Timolol,4196,1797
38131,TIMOLOL - DORZOLAMIDA 0.5 % - 2 % X 28 SOLUCION OFTALMICA,ME44703,INHRR,DORZOLAMIDA CLORHIDRATO - TIMOLOL MALEATO,Dorzolamida,1149,6480
38132,FOSFATO DE POTASIO MONOBASICO 1 MEQ / ML SOLUCION INYECTABLE I.V.,HO21515,INHRR,FOSFATO DE POTASIO MONOBASICO,Potasio Fosfato,2851,
38133,FOSFOLIT 21.6 G - 8.1 G / 45 ML SOLUCION ORAL,ME41993,INHRR,FOSFATO DIBASICO DE SODIO,Fosfato Monosodio Dihidrato,1535,
38133,FOSFOLIT 21.6 G - 8.1 G / 45 ML SOLUCION ORAL,ME41993,INHRR,FOSFATO DIBASICO DE SODIO,Fosfato Disodio,1531,
38170,GLIPTIN 500 MG - 50 MG X 10 COMPRIMIDOS RECUBIERTOS,ME44696/2,INHRR,METFORMINA CLORHIDRATO - SITAGLIPTINA FOSFATO MONOHIDRATADO,Metformina,2280,598
