id,campo,antes,despues
38610,nombre_comercial,OMEPRAZOL 40 mg X 30 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL 40 MG X 30 CAPSULAS GASTRORRESISTENTES
38611,nombre_comercial,OMEPRAZOL 40 mg X 10 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL 40 MG X 10 CAPSULAS GASTRORRESISTENTES
38612,nombre_comercial,JUVILOC 20 mg X 20 TABLETAS GASTRORRESISTENTE,JUVILOC 20 MG X 20 TABLETAS GASTRORRESISTENTE
38613,nombre_comercial,OMEPRAZOL 40 mg X 1 AMPOLLAS,OMEPRAZOL 40 MG X 1 AMPOLLA
38613,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38614,nombre_comercial,OMMUNAL (LISADO BACTERIANO) 7 mg X 10 CAPSULAS,OMMUNAL (LISADO BACTERIANO) 7 MG X 10 CAPSULAS
38615,nombre_comercial,ONDANSETRON 4 mg X 10 COMPRIMIDOS,ONDANSETRON 4 MG X 10 COMPRIMIDOS
38616,nombre_comercial,ONDANSETRON 8 mg X 10 COMPRIMIDOS,ONDANSETRON 8 MG X 10 COMPRIMIDOS
38617,nombre_comercial,ONDANSETRON 8 mg / 4 mL X 1 AMPOLLAS,ONDANSETRON 8 MG / 4 ML X 1 AMPOLLA
38617,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38618,nombre_comercial,ONDANSETRON 8 mg / 4 mL X 5 AMPOLLAS,ONDANSETRON 8 MG / 4 ML X 5 AMPOLLAS
38619,nombre_comercial,ONDANSETRON 2 mg / mL X 1 AMPOLLAS,ONDANSETRON 2 MG / ML X 1 AMPOLLA
38619,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38620,nombre_comercial,ONDANSETRON 4 mg / 5 mL SOLUCION ORAL,ONDANSETRON 4 MG / 5 ML SOLUCION ORAL
38621,nombre_comercial,ONDATRIN 2 mg / mL X 1 AMPOLLAS,ONDATRIN 2 MG / ML X 1 AMPOLLA
38621,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38622,nombre_comercial,ONDATRIN 2 mg / mL X 5 AMPOLLAS,ONDATRIN 2 MG / ML X 5 AMPOLLAS
38623,nombre_comercial,  SUEROLITO ZINC 75 mEq/L SOLUCION ELECTROLITICA USO ORAL SABOR A FRUTAS TROPICALES,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A FRUTAS TROPICALES
38625,nombre_comercial,ORLIDIET 120 mg X 30 CAPSULAS,ORLIDIET 120 MG X 30 CAPSULAS
38626,nombre_comercial,ORLIDIET 60 mg X 30 CAPSULAS,ORLIDIET 60 MG X 30 CAPSULAS
38627,nombre_comercial,ORLISTAT 120 mg X 30 CAPSULAS,ORLISTAT 120 MG X 30 CAPSULAS
38628,nombre_comercial,OTANOL 50 mg/ml SOLUCION OTICA,OTANOL 50 MG / ML SOLUCION OTICA
38629,nombre_comercial,OXCARBAZEPINA 300 mg X 30 TABLETAS RECUBIERTAS,OXCARBAZEPINA 300 MG X 30 TABLETAS RECUBIERTAS
38630,nombre_comercial,OXIDREN 150 mg X 1 COMPRIMIDOS RECUBIERTOS,OXIDREN 150 MG X 1 COMPRIMIDO RECUBIERTO
38630,presentacion,X 1 COMPRIMIDOS RECUBIERTOS,X 1 COMPRIMIDO RECUBIERTO
38632,nombre_comercial,OXOLAMINA CITRATO 50 mg / 5 mL JARABE,OXOLAMINA CITRATO 50 MG / 5 ML JARABE
38633,nombre_comercial,"PALONOSETRON 0,25 mg / 5 mL SOLUCION INYECTABLE",PALONOSETRON 0.25 MG / 5 ML SOLUCION INYECTABLE
38634,nombre_comercial,PANTOPRAZOL 40 mg X 10 COMPRIMIDOS CON CUBIERTA DE LIBERACION ENTERICA,PANTOPRAZOL 40 MG X 10 COMPRIMIDOS CON CUBIERTA DE LIBERACION ENTERICA
38635,nombre_comercial,PANTOPRAZOL 40 mg X 1 AMPOLLAS,PANTOPRAZOL 40 MG X 1 AMPOLLA
38635,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38636,nombre_comercial,PANTOPRAZOL 40 mg X 7 TABLETAS DE LIBERACION RETARDADA,PANTOPRAZOL 40 MG X 7 TABLETAS DE LIBERACION RETARDADA
38637,nombre_comercial,ATAREM 100 mg / 5 mL SOLUCIÓN ORAL,ATAREM 100 MG / 5 ML SOLUCION ORAL
38638,nombre_comercial,PARACETAMOL 1 g / 100 mL SOLUCION PARA INFUSION,PARACETAMOL 1 G / 100 ML SOLUCION PARA INFUSION
38639,nombre_comercial,PAROXETINA 20 mg X 30 COMPRIMIDOS RECUBIERTAS,PAROXETINA 20 MG X 30 COMPRIMIDOS RECUBIERTAS
38640,nombre_comercial,PASIM PLUS 10 mg - 500 mg X 10 COMPRIMIDOS RECUBIERTOS,PASIM PLUS 10 MG - 500 MG X 10 COMPRIMIDOS RECUBIERTOS
38641,nombre_comercial,PASIM PLUS 2 mg - 100 mg / mL SOLUCION ORAL,PASIM PLUS 2 MG - 100 MG / ML SOLUCION ORAL
38642,nombre_comercial,PASIM 10 mg / mL SOLUCION ORAL,PASIM 10 MG / ML SOLUCION ORAL
38644,nombre_comercial,PAXIL CR 25 mg X 30 TABLETAS DE LIBERACION CONTROLADA,PAXIL CR 25 MG X 30 TABLETAS DE LIBERACION CONTROLADA
38645,nombre_comercial,PEDIACORT 3 mg / mL SOLUCION ORAL,PEDIACORT 3 MG / ML SOLUCION ORAL
38646,nombre_comercial,PEGYT 150 mg X 20 CAPSULAS,PEGYT 150 MG X 20 CAPSULAS
38647,nombre_comercial,PEGYT 150 mg X 30 CAPSULAS,PEGYT 150 MG X 30 CAPSULAS
38648,nombre_comercial,PEGYT 25 mg X 30 CAPSULAS,PEGYT 25 MG X 30 CAPSULAS
38649,nombre_comercial,PEGYT 75 mg X 20 CAPSULAS,PEGYT 75 MG X 20 CAPSULAS
38650,nombre_comercial,PENTOXIFILINA 300 mg / 15 mL X 5 AMPOLLAS,PENTOXIFILINA 300 MG / 15 ML X 5 AMPOLLAS
38651,nombre_comercial,PENTOXIFILINA 400 mg X 30 COMPRIMIDOS RECUBIERTOS DE ACCION PROLONGADA,PENTOXIFILINA 400 MG X 30 COMPRIMIDOS RECUBIERTOS DE ACCION PROLONGADA
38652,nombre_comercial,PEPTO-BISMOL 525 mg / 30 mL SUSPENSIÓN ORAL,PEPTO-BISMOL 525 MG / 30 ML SUSPENSION ORAL
38653,nombre_comercial,PEREBRON 28 mg / 5 mL JARABE SABOR A FRAMBUESA,PEREBRON 28 MG / 5 ML JARABE SABOR A FRAMBUESA
38654,nombre_comercial,PEREBRON 28 mg / 5 mL JARABE SABOR MIEL - LIMON,PEREBRON 28 MG / 5 ML JARABE SABOR MIEL - LIMON
38655,nombre_comercial,"PERIDONT 0,12 % SOLUCION TOPICA BUCAL",PERIDONT 0.12 % SOLUCION TOPICA BUCAL
38656,nombre_comercial,"PEROXIDO DE BENZOILO 2,5 % GEL",PEROXIDO DE BENZOILO 2.5 % GEL
38657,nombre_comercial,PERTEN 1% SOLUCION TOPICA,PERTEN 1 % SOLUCION TOPICA
38660,nombre_comercial,PERTEN 250 mg X 20 TABLETAS,PERTEN 250 MG X 20 TABLETAS
38661,nombre_comercial,PIGRAL 75 mg X 14 COMPRIMIDOS RECUBIERTOS,PIGRAL 75 MG X 14 COMPRIMIDOS RECUBIERTOS
38662,nombre_comercial,PIMADOL 10 mg X 10 TABLETAS RECUBIERTAS,PIMADOL 10 MG X 10 TABLETAS RECUBIERTAS
38663,nombre_comercial,PINAVERIUM BROMURO 100 mg X 20 TABLETAS RECUBIERTAS,PINAVERIUM BROMURO 100 MG X 20 TABLETAS RECUBIERTAS
38664,nombre_comercial,PINAVERIUM BROMURO 100 mg X 30 TABLETAS RECUBIERTAS,PINAVERIUM BROMURO 100 MG X 30 TABLETAS RECUBIERTAS
38665,nombre_comercial,PINAVIX 100 mg X 30 COMPRIMIDOS RECUBIERTOS,PINAVIX 100 MG X 30 COMPRIMIDOS RECUBIERTOS
38666,nombre_comercial,PINAVIX 100 mg X 20 COMPRIMIDOS RECUBIERTOS,PINAVIX 100 MG X 20 COMPRIMIDOS RECUBIERTOS
38667,nombre_comercial,PIPERAZINA 500mg / 5mL JARABE,PIPERAZINA 500 MG / 5 ML JARABE
38668,nombre_comercial,BREINOX 400 mg X 30 TABLETAS,BREINOX 400 MG X 30 TABLETAS
38669,nombre_comercial,PIROXICAM 20 mg X 10 CAPSULAS,PIROXICAM 20 MG X 10 CAPSULAS
38670,nombre_comercial,PLAVIX 75 mg X 14 COMPRIMIDOS RECUBIERTOS,PLAVIX 75 MG X 14 COMPRIMIDOS RECUBIERTOS
38671,nombre_comercial,PLIDAN COMPUESTO 10 mg / 125 mg X 10 COMPRIMIDOS RECUBIERTOS,PLIDAN COMPUESTO 10 MG / 125 MG X 10 COMPRIMIDOS RECUBIERTOS
38672,nombre_comercial,PLIDAN COMPUESTO 15 mg / 2 mL - 100 mg / 2 mL X 1 AMPOLLAS,PLIDAN COMPUESTO 15 MG / 2 ML - 100 MG / 2 ML X 1 AMPOLLA
38672,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38673,nombre_comercial,PLIDAN COMPUESTO 15 mg / 2 mL - 100 mg / 2 mL X 2 AMPOLLAS,PLIDAN COMPUESTO 15 MG / 2 ML - 100 MG / 2 ML X 2 AMPOLLAS
38674,nombre_comercial,OTODON 2% - 5% SOLUCION GOTAS USO OTICO.,OTODON 2 % - 5 % SOLUCION GOTAS USO OTICO.
38676,nombre_comercial,"POSTINOR 2 0,75 mg X 2 COMPRIMIDOS",POSTINOR 2 0.75 MG X 2 COMPRIMIDOS
38677,nombre_comercial,POTAX 10 mEq X 100 TABLETAS DE LIBERACION PROLONGADA,POTAX 10 MEQ X 100 TABLETAS DE LIBERACION PROLONGADA
38678,nombre_comercial,PRALINA 75 mg X 14 CAPSULAS,PRALINA 75 MG X 14 CAPSULAS
38679,nombre_comercial,PRAXONA 150 mg X 10 COMPRIMIDOS,PRAXONA 150 MG X 10 COMPRIMIDOS
38680,nombre_comercial,PRAXONA 150 mg X 24 COMPRIMIDOS,PRAXONA 150 MG X 24 COMPRIMIDOS
38681,nombre_comercial,PREDNA 15 mg / 5 mL SOLUCION ORAL,PREDNA 15 MG / 5 ML SOLUCION ORAL
38682,nombre_comercial,PRENIL 3 mg / 1 mL SOLUCIÓN ORAL,PRENIL 3 MG / 1 ML SOLUCION ORAL
38684,nombre_comercial,PREDNISOLONA 5 mg X 10 TABLETAS,PREDNISOLONA 5 MG X 10 TABLETAS
38685,nombre_comercial,PREDNISOLONA 5 mg X 30 TABLETAS,PREDNISOLONA 5 MG X 30 TABLETAS
38686,nombre_comercial,PREDNISOLONA 5 mg X 10 TABLETAS,PREDNISOLONA 5 MG X 10 TABLETAS
38687,nombre_comercial,PREDNISOLONA 5 mg X 30 TABLETAS,PREDNISOLONA 5 MG X 30 TABLETAS
38688,nombre_comercial,PREDNISONA 50 mg X 10 TABLETAS,PREDNISONA 50 MG X 10 TABLETAS
38689,nombre_comercial,PREDNISONA 50 mg X 10 TABLETAS.,PREDNISONA 50 MG X 10 TABLETAS.
38690,nombre_comercial,PREDNISONA 5 mg X 10 TABLETAS,PREDNISONA 5 MG X 10 TABLETAS
38691,nombre_comercial,PREDNISONA 5 mg X 100 TABLETAS,PREDNISONA 5 MG X 100 TABLETAS
38692,nombre_comercial,PREDNISONA 5 mg X 30 TABLETAS,PREDNISONA 5 MG X 30 TABLETAS
38693,nombre_comercial,PREDNISONA 5 mg X 10 TABLETAS,PREDNISONA 5 MG X 10 TABLETAS
38694,nombre_comercial,PREGABALINA 150 mg X 30 CAPSULAS,PREGABALINA 150 MG X 30 CAPSULAS
38695,nombre_comercial,PREGABALINA 150 mg X 20 CAPSULAS,PREGABALINA 150 MG X 20 CAPSULAS
38696,nombre_comercial,PREGALIS 75MG X 30 CAPSULAS,PREGALIS 75 MG X 30 CAPSULAS
38697,nombre_comercial,PREGALIS 75MG X 14 CAPSULAS,PREGALIS 75 MG X 14 CAPSULAS
38698,nombre_comercial,PRELIVAL 150 mg X 20 CAPSULAS,PRELIVAL 150 MG X 20 CAPSULAS
38699,nombre_comercial,PRELIVAL 75 mg X 20 CAPSULAS,PRELIVAL 75 MG X 20 CAPSULAS
38701,nombre_comercial,PREVERAL  CON CODEINA  JARABE,PREVERAL CON CODEINA JARABE
38702,nombre_comercial,PROPRANOLOL 40mg X 20 TABLETAS,PROPRANOLOL 40 MG X 20 TABLETAS
38703,nombre_comercial,PROPRANOLOL 10 mg X 20 TABLETAS,PROPRANOLOL 10 MG X 20 TABLETAS
38705,nombre_comercial,PROVICAR 2 g / 10ml SOLUCION ORAL,PROVICAR 2 G / 10 ML SOLUCION ORAL
38706,nombre_comercial,PROXIME 750 mg X 5 COMPRIMIDOS RECUBIERTOS,PROXIME 750 MG X 5 COMPRIMIDOS RECUBIERTOS
38707,nombre_comercial,PULMOLET 1 mg / mL SUSPENSION PARA NEBULIZAR,PULMOLET 1 MG / ML SUSPENSION PARA NEBULIZAR
38708,nombre_comercial,QUETIAPINA 100 mg X 10 TABLETAS RECUBIERTAS,QUETIAPINA 100 MG X 10 TABLETAS RECUBIERTAS
38709,nombre_comercial,QUETIAPINA 100 mg X 30 TABLETAS RECUBIERTAS,QUETIAPINA 100 MG X 30 TABLETAS RECUBIERTAS
38710,nombre_comercial,QUETIAPINA 25 mg X 30 TABLETAS RECUBIERTAS,QUETIAPINA 25 MG X 30 TABLETAS RECUBIERTAS
38711,nombre_comercial,QUETIAZIC 300 mg X 30 COMPRIMIDOS RECUBIERTOS,QUETIAZIC 300 MG X 30 COMPRIMIDOS RECUBIERTOS
38712,nombre_comercial,QUETIVAL 100 mg X 30 TABLETAS RECUBIERTAS,QUETIVAL 100 MG X 30 TABLETAS RECUBIERTAS
38713,nombre_comercial,QUETIVAL 200 mg X 30 TABLETAS RECUBIERTAS,QUETIVAL 200 MG X 30 TABLETAS RECUBIERTAS
38714,nombre_comercial,QUETIVAL 25 mg X 30 TABLETAS RECUBIERTAS,QUETIVAL 25 MG X 30 TABLETAS RECUBIERTAS
38715,nombre_comercial,"QUINOMAX 0,5% SOLUCION OFTALMICA",QUINOMAX 0.5 % SOLUCION OFTALMICA
38717,nombre_comercial,RAMIPRES 5 mg X 30 COMPRIMIDOS,RAMIPRES 5 MG X 30 COMPRIMIDOS
38718,nombre_comercial,"RAMIPRIL 2,5 mg X 30 COMPRIMIDOS",RAMIPRIL 2.5 MG X 30 COMPRIMIDOS
38719,nombre_comercial,RANITIDINA 50 mg/2 mL X 10 AMPOLLAS,RANITIDINA 50 MG / 2 ML X 10 AMPOLLAS
38720,nombre_comercial,RANITIDINA 150 mg X 10 COMPRIMIDOS RECUBIERTOS,RANITIDINA 150 MG X 10 COMPRIMIDOS RECUBIERTOS
38721,nombre_comercial,RANITIDINA 300mg X 10 TABLETAS,RANITIDINA 300 MG X 10 TABLETAS
38722,nombre_comercial,REGULIP 20 mg X 30 TABLETAS,REGULIP 20 MG X 30 TABLETAS
38723,nombre_comercial,"RESEQUIL 0,1% LOCION TOPICA",RESEQUIL 0.1 % LOCION TOPICA
38724,nombre_comercial,REUMAQUINE 200 mg X 20 TABLETAS RECUBIERTAS,REUMAQUINE 200 MG X 20 TABLETAS RECUBIERTAS
38725,nombre_comercial,RIDAL 2 mg X 20 COMPRIMIDOS RECUBIERTOS,RIDAL 2 MG X 20 COMPRIMIDOS RECUBIERTOS
38726,nombre_comercial,RIDAL 3 mg X 20 COMPRIMIDOS RECUBIERTOS,RIDAL 3 MG X 20 COMPRIMIDOS RECUBIERTOS
38727,nombre_comercial,RIDAL 1 mg X 20 COMPRIMIDOS RECUBIERTOS,RIDAL 1 MG X 20 COMPRIMIDOS RECUBIERTOS
38728,nombre_comercial,RIDAL 1 mg / mL SOLUCION ORAL,RIDAL 1 MG / ML SOLUCION ORAL
38729,nombre_comercial,RIFAMIX 200 mg X 12 COMPRIMIDOS RECUBIERTOS,RIFAMIX 200 MG X 12 COMPRIMIDOS RECUBIERTOS
38730,nombre_comercial,RIFAMIX 200 mg X 10 COMPRIMIDOS RECUBIERTOS,RIFAMIX 200 MG X 10 COMPRIMIDOS RECUBIERTOS
38731,nombre_comercial,"RINARIS 2,5 mg - 30 mg /5 mL X 10 SOLUCION ORAL",RINARIS 2.5 MG - 30 MG / 5 ML X 10 SOLUCION ORAL
38733,nombre_comercial,"RINIFLU 2,5 mg / 5 mL JARABE",RINIFLU 2.5 MG / 5 ML JARABE
38734,nombre_comercial,RINOLAST 120 mg X 10 TABLETAS RECUBIERTAS,RINOLAST 120 MG X 10 TABLETAS RECUBIERTAS
38735,nombre_comercial,"RINOMAX 0,25 % - 0,125 % - 0,25 % SOLUCION NASAL",RINOMAX 0.25 % - 0.125 % - 0.25 % SOLUCION NASAL
38736,nombre_comercial,RISPERID 2 mg X 30 COMPRIMIDOS RECUBIERTOS,RISPERID 2 MG X 30 COMPRIMIDOS RECUBIERTOS
38737,nombre_comercial,RISPERID 3 mg X 30 COMPRIMIDOS RECUBIERTOS,RISPERID 3 MG X 30 COMPRIMIDOS RECUBIERTOS
38738,nombre_comercial,RISPERID 1 mg/ mL X 30 SOLUCION ORAL,RISPERID 1 MG / ML X 30 SOLUCION ORAL
38739,nombre_comercial,RISPERID 1 mg X 20 COMPRIMIDOS RECUBIERTOS,RISPERID 1 MG X 20 COMPRIMIDOS RECUBIERTOS
38740,nombre_comercial,RISPERIDONA 2 mg X 20 TABLETAS RECUBIERTAS,RISPERIDONA 2 MG X 20 TABLETAS RECUBIERTAS
38741,nombre_comercial,RISTONEL 100 mg X 30 COMPRIMIDOS RECUBIERTOS,RISTONEL 100 MG X 30 COMPRIMIDOS RECUBIERTOS
38742,nombre_comercial,RISTONEL 50 mg X 30 COMPRIMIDOS RECUBIERTOS,RISTONEL 50 MG X 30 COMPRIMIDOS RECUBIERTOS
38743,nombre_comercial,RITROMI 500 mg X 10 TABLETAS RECUBIERTAS,RITROMI 500 MG X 10 TABLETAS RECUBIERTAS
38744,nombre_comercial,RIVAROXABAN 15 mg X 30 TABLETAS RECUBIERTAS,RIVAROXABAN 15 MG X 30 TABLETAS RECUBIERTAS
38745,nombre_comercial,RIVAROXABAN 20 mg X 10 TABLETAS RECUBIERTAS,RIVAROXABAN 20 MG X 10 TABLETAS RECUBIERTAS
38746,nombre_comercial,RIVAROXABAN 20 mg X 14 TABLETAS RECUBIERTAS,RIVAROXABAN 20 MG X 14 TABLETAS RECUBIERTAS
38747,nombre_comercial,RONARES 500 mg - 4 mg X 10 COMPRIMIDOS,RONARES 500 MG - 4 MG X 10 COMPRIMIDOS
38748,nombre_comercial,ROSUTAN 10 mg X 30 TABLETAS RECUBIERTAS,ROSUTAN 10 MG X 30 TABLETAS RECUBIERTAS
38749,nombre_comercial,ROSUVASTATINA 20 mg X 30 COMPRIMIDOS RECUBIERTOS,ROSUVASTATINA 20 MG X 30 COMPRIMIDOS RECUBIERTOS
38750,nombre_comercial,ROSUVASTATINA 20 mg X 10 TABLETAS RECUBIERTAS,ROSUVASTATINA 20 MG X 10 TABLETAS RECUBIERTAS
38751,nombre_comercial,ROSUVASTATINA 20 mg X 30 TABLETAS RECUBIERTAS,ROSUVASTATINA 20 MG X 30 TABLETAS RECUBIERTAS
38752,nombre_comercial,ROSUVASTATINA 10 mg X 30 TABLETAS RECUBIERTAS,ROSUVASTATINA 10 MG X 30 TABLETAS RECUBIERTAS
38753,nombre_comercial,ROVARTAL 10 mg X 30 COMPRIMIDOS RECUBIERTOS,ROVARTAL 10 MG X 30 COMPRIMIDOS RECUBIERTOS
38754,nombre_comercial,ROVARTAL 40 mg X 30 COMPRIMIDOS RECUBIERTOS,ROVARTAL 40 MG X 30 COMPRIMIDOS RECUBIERTOS
38755,nombre_comercial,ROWELUK 5 mg X 10 COMPRIMIDOS MASTICABLES,ROWELUK 5 MG X 10 COMPRIMIDOS MASTICABLES
38756,nombre_comercial,ROWELUK 5 mg X 30 COMPRIMIDOS MASTICABLES,ROWELUK 5 MG X 30 COMPRIMIDOS MASTICABLES
38757,nombre_comercial,ROWELUK 10 mg X 10 COMPRIMIDOS RECUBIERTOS,ROWELUK 10 MG X 10 COMPRIMIDOS RECUBIERTOS
38758,nombre_comercial,ROWELUK 4 mg X 30 COMPRIMIDOS MASTICABLES,ROWELUK 4 MG X 30 COMPRIMIDOS MASTICABLES
38759,nombre_comercial,ROWELUK 4 mg X 10 COMPRIMIDOS MASTICABLES,ROWELUK 4 MG X 10 COMPRIMIDOS MASTICABLES
38760,nombre_comercial,RUBIZON 20 mg X 35 TABLETAS RECUBIERTAS,RUBIZON 20 MG X 35 TABLETAS RECUBIERTAS
38761,nombre_comercial,SADOXOL 50 mg X 30 TABLETAS,SADOXOL 50 MG X 30 TABLETAS
38762,nombre_comercial,SALBUTAMOL 40 mg/ 100 mL JARABE,SALBUTAMOL 40 MG / 100 ML JARABE
38763,nombre_comercial,SALBUTAN 100 mcg / DOSIS X 200 SUSPENSION PARA INHALACION ORAL,SALBUTAN 100 MCG / DOSIS X 200 SUSPENSION PARA INHALACION ORAL
38764,nombre_comercial,"SARIFAN COMPOSITUM 0,01 g - 0,25 g X 20 TABLETAS RECUBIERTAS",SARIFAN COMPOSITUM 0.01 G - 0.25 G X 20 TABLETAS RECUBIERTAS
38765,nombre_comercial,SAVER 200 mg / 5 mL X 37 POLVO PARA SUSPENSION ORAL,SAVER 200 MG / 5 ML X 37 POLVO PARA SUSPENSION ORAL
38766,nombre_comercial,SAVER 500 mg X 5 COMPRIMIDOS RECUBIERTOS,SAVER 500 MG X 5 COMPRIMIDOS RECUBIERTOS
38767,nombre_comercial,SECNIDAZOL 500 mg X 4 TABLETAS RECUBIERTAS,SECNIDAZOL 500 MG X 4 TABLETAS RECUBIERTAS
38768,nombre_comercial,SECNIDAZOL 1 g COMPRIMIDOS RECUBIERTOS,SECNIDAZOL 1 G COMPRIMIDOS RECUBIERTOS
38769,nombre_comercial,SECNIDAZOL 1 g X 2 TABLETAS RECUBIERTAS,SECNIDAZOL 1 G X 2 TABLETAS RECUBIERTAS
38770,nombre_comercial,SECNIDAZOL 1 g X 2 TABLETAS RECUBIERTAS,SECNIDAZOL 1 G X 2 TABLETAS RECUBIERTAS
38771,nombre_comercial,SECNIDAZOL 500 mg X 4 COMPRIMIDOS,SECNIDAZOL 500 MG X 4 COMPRIMIDOS
38772,nombre_comercial,SECNIDAZOL 1 g X 2 TABLETAS RECUBIERTAS,SECNIDAZOL 1 G X 2 TABLETAS RECUBIERTAS
38773,nombre_comercial,SECNIDEX 500 mg X 4 TABLETAS RECUBIERTAS,SECNIDEX 500 MG X 4 TABLETAS RECUBIERTAS
38774,nombre_comercial,SELENE 400 UI - 70 mcg X 30 CAPSULAS BLANDAS,SELENE 400 UI - 70 MCG X 30 CAPSULAS BLANDAS
38775,nombre_comercial,SELENE 100 UI - 70 mcg X 60 CAPSULAS BLANDAS,SELENE 100 UI - 70 MCG X 60 CAPSULAS BLANDAS
38776,nombre_comercial,SERETIDE 25 mcg - 50 mcg DOSIS X 120 SUSPENSION PARA INHALACION ORAL,SERETIDE 25 MCG - 50 MCG DOSIS X 120 SUSPENSION PARA INHALACION ORAL
38777,nombre_comercial,SERLINE 100 mg X 10 COMPRIMIDOS,SERLINE 100 MG X 10 COMPRIMIDOS
38778,nombre_comercial,SERLINE 50 mg X 10 COMPRIMIDOS,SERLINE 50 MG X 10 COMPRIMIDOS
38779,nombre_comercial,SERLINE 50 mg X 30 COMPRIMIDOS,SERLINE 50 MG X 30 COMPRIMIDOS
38780,nombre_comercial,SERTRALINA 50 mg X 30 TABLETAS,SERTRALINA 50 MG X 30 TABLETAS
38781,nombre_comercial,SERTRALINA 50 mg X 56 TABLETAS,SERTRALINA 50 MG X 56 TABLETAS
38782,nombre_comercial,SERTRALINA 50 mg X 10 TABLETAS,SERTRALINA 50 MG X 10 TABLETAS
38783,nombre_comercial,SERTRALINA 50 mg X 10 COMPRIMIDOS RECUBIERTOS,SERTRALINA 50 MG X 10 COMPRIMIDOS RECUBIERTOS
38784,nombre_comercial,SERTRALINA 50 mg X 14 COMPRIMIDOS RECUBIERTOS,SERTRALINA 50 MG X 14 COMPRIMIDOS RECUBIERTOS
38785,nombre_comercial,SERTRALINA 50 mg X 30 COMPRIMIDOS RECUBIERTOS,SERTRALINA 50 MG X 30 COMPRIMIDOS RECUBIERTOS
38786,nombre_comercial,Sertralina 50 mg X 14 Tabletas Recubiertas,SERTRALINA 50 MG X 14 TABLETAS RECUBIERTAS
38786,presentacion,X 14 Tabletas Recubiertas,X 14 TABLETAS RECUBIERTAS
38787,nombre_comercial,SESAREN XR 150 mg X 15 CAPSULAS CON MICROGRANULOS DE LIBERACION PROLONGADA,SESAREN XR 150 MG X 15 CAPSULAS CON MICROGRANULOS DE LIBERACION PROLONGADA
38788,nombre_comercial,SIDAZOL 100 mg X 30 TABLETAS,SIDAZOL 100 MG X 30 TABLETAS
38789,nombre_comercial,SIDAZOL 50 mg X 30 TABLETAS,SIDAZOL 50 MG X 30 TABLETAS
38790,nombre_comercial,SIGLUTAN 50 mg-500 mg X 30 TABLETAS RECUBIERTAS,SIGLUTAN 50 MG-500 MG X 30 TABLETAS RECUBIERTAS
38791,nombre_comercial,SILDENAFILO 50mg X 1 TABLETAS RECUBIERTAS,SILDENAFILO 50 MG X 1 TABLETA RECUBIERTA
38791,presentacion,X 1 TABLETAS RECUBIERTAS,X 1 TABLETA RECUBIERTA
38792,nombre_comercial,SILDENAFILO 50mg X 2 TABLETAS RECUBIERTAS,SILDENAFILO 50 MG X 2 TABLETAS RECUBIERTAS
38793,nombre_comercial,SILDENAFILO 50mg X 4 TABLETAS RECUBIERTAS,SILDENAFILO 50 MG X 4 TABLETAS RECUBIERTAS
38794,nombre_comercial,SILDEX 100 mg X 1 TABLETAS RECUBIERTAS,SILDEX 100 MG X 1 TABLETA RECUBIERTA
38794,presentacion,X 1 TABLETAS RECUBIERTAS,X 1 TABLETA RECUBIERTA
38795,nombre_comercial,SILDEX 100 mg X 2 TABLETAS RECUBIERTAS,SILDEX 100 MG X 2 TABLETAS RECUBIERTAS
38796,nombre_comercial,SILDEX 50 mg X 1 TABLETAS RECUBIERTAS,SILDEX 50 MG X 1 TABLETA RECUBIERTA
38796,presentacion,X 1 TABLETAS RECUBIERTAS,X 1 TABLETA RECUBIERTA
38797,nombre_comercial,SILDEX 50 mg X 2 TABLETAS RECUBIERTAS,SILDEX 50 MG X 2 TABLETAS RECUBIERTAS
38798,nombre_comercial,"SINUTIL 80 mg - 0,5 mg / mL SOLUCION ORAL",SINUTIL 80 MG - 0.5 MG / ML SOLUCION ORAL
38800,nombre_comercial,SITAGLIPTINA - METFORMINA CLORHIDRATO 50 mg - 500 mg X 30 TABLETAS RECUBIERTAS,SITAGLIPTINA - METFORMINA CLORHIDRATO 50 MG - 500 MG X 30 TABLETAS RECUBIERTAS
38801,nombre_comercial,SITAGLIPTINA - METFORMINA CLORHIDRATO 50 mg - 500 mg X 10 TABLETAS RECUBIERTAS,SITAGLIPTINA - METFORMINA CLORHIDRATO 50 MG - 500 MG X 10 TABLETAS RECUBIERTAS
38802,nombre_comercial,METFORMINA CLORHIDRATO - SITAGLIPTINA 850 mg - 50 mg X 28 TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO - SITAGLIPTINA 850 MG - 50 MG X 28 TABLETAS RECUBIERTAS
38803,nombre_comercial,SITAGLIS MET 50 mg-1000 mg X 28 COMPRIMIDOS RECUBIERTOS,SITAGLIS MET 50 MG-1000 MG X 28 COMPRIMIDOS RECUBIERTOS
